Dates,Present Storage(TMC),Reservoir Level(TMC),Inflow,Outflow,MADIKERI,SOMWARPET,VIRAJPET,lower,result,upper,lowLabel,resultlabel,uplabel,level(ft)
2018-02-11,2.69,2820.19,102.5,70.0,0.06649061032863851,1.5321048513302018,0.0,73.21348490945071,94.74353835970544,112.11360147163096,0,0,0,2815.4485325254977
2018-02-12,2.69,2820.21,100.0,70.0,0.06713615023474179,1.5469796557120483,0.0,73.21348490945071,94.74353835970544,113.49307728112713,0,0,0,2815.4705826978675
2018-02-13,2.67,2820.02,90.0,200.0,0.06778169014084508,1.5618544600938948,0.0,73.21348490945071,94.74353835970544,112.11360147163096,0,0,0,2815.471734970939
2018-02-14,2.63,2819.53,110.0,380.0,0.06842723004694838,1.5767292644757416,0.0,64.04200384131063,86.83776884688544,85.25745212058281,0,0,0,2815.310195530417
2018-02-15,2.58,2818.98,100.0,465.0,0.06907276995305166,1.591604068857588,0.0,73.21348490945071,94.74353835970544,114.94736770539724,0,0,0,2814.976816722162
2018-02-16,2.53,2818.41,96.0,490.0,0.06971830985915492,1.6064788732394348,0.0,73.21348490945071,94.74353835970544,113.49307728112713,0,0,0,2814.5404752301615
2018-02-17,2.47,2817.83,96.0,490.0,0.07036384976525822,1.6213536776212814,0.0,69.89910183802571,94.74353835970544,110.17645390450379,0,0,0,2814.092147742157
2018-02-18,2.395,2817.0,93.0,752.5,0.07100938967136151,1.6362284820031283,0.0,69.89910183802571,94.74353835970544,113.49307728112713,0,0,0,2813.569145809164
2018-02-19,2.32,2816.17,90.0,1015.0,0.0716549295774648,1.6511032863849746,0.0,64.04200384131063,86.83776884688544,87.46171627034461,0,0,0,2812.872892109682
2018-02-20,2.22,2815.03,84.0,1105.0,0.07230046948356808,1.6659780907668214,0.0,64.80771074660579,86.83776884688544,93.87163783947058,0,0,0,2812.175684291752
2018-02-21,2.19,2814.67,82.0,291.0,0.07294600938967137,1.6808528951486683,0.0,62.10047533001121,86.83776884688544,90.51711307608245,0,0,0,2811.3297100155423
2018-02-22,2.19,2814.67,82.0,70.0,0.07359154929577466,1.6957276995305146,0.0,62.10047533001121,86.83776884688544,87.11711307608245,0,0,0,2811.0484148142905
2018-02-23,2.19,2814.67,82.0,70.0,0.07423708920187794,1.7106025039123611,0.0,62.10047533001121,86.83776884688544,87.11711307608245,0,0,0,2810.9318851056723
2018-02-24,2.19,2814.66,82.0,90.0,0.07488262910798123,1.725477308294208,0.0,62.10047533001121,86.83776884688544,87.11711307608245,0,0,0,2810.907774658657
2018-02-25,2.185,2814.63,81.0,65.0,0.07552816901408453,1.7403521126760544,0.0,62.10047533001121,86.83776884688544,88.49658888557865,0,0,0,2810.904563028783
2018-02-26,2.18,2814.6,80.0,40.0,0.07617370892018781,1.7552269170579011,0.0,62.10047533001121,86.83776884688544,87.11711307608245,0,0,0,2810.8755825424373
2018-02-27,2.18,2814.6,60.0,40.0,0.07681924882629107,1.7701017214397476,0.0,62.10047533001121,86.83776884688544,87.11711307608245,0,0,0,2810.831806594145
2018-02-28,2.18,2814.59,50.0,45.0,0.07746478873239437,1.7849765258215942,0.0,36.258085638652304,61.47001993143005,63.06859870685098,0,0,0,2810.814290957505
2018-03-01,2.18,2814.56,48.0,45.0,0.07811032863849766,1.799851330203441,0.0,34.98147463640882,61.47001993143005,63.06859870685098,0,0,0,2810.820221350033
2018-03-02,2.18,2814.54,48.0,45.0,0.07875586854460095,1.814726134585288,0.0,33.166393901265096,61.47001993143005,96.14318215941138,0,0,0,2810.823832687461
2018-03-03,2.17,2814.51,36.0,45.0,0.07940140845070423,1.8296009389671344,0.0,28.07261159999886,61.47001993143005,51.754461153890816,0,0,0,2810.82412649178
2018-03-04,2.17,2814.49,35.5,45.0,0.08004694835680752,1.844475743348981,0.0,23.707759792335114,53.10109284744655,50.90059569513422,0,0,0,2810.752559046001
2018-03-05,2.17,2814.47,35.0,45.0,0.08069248826291081,1.859350547730828,0.0,23.707759792335114,53.10109284744655,65.93547222353403,0,0,0,2810.7360327774472
2018-03-06,2.17,2814.47,30.0,45.0,0.0813380281690141,1.8742253521126744,0.0,23.707759792335114,53.10109284744655,50.90059569513422,0,0,0,2810.735936677107
2018-03-07,2.17,2814.41,30.0,45.0,0.08198356807511738,1.889100156494521,0.0,20.873569900882824,49.14004874280586,30.376903868868958,0,0,0,2810.7352287614326
2018-03-08,2.16,2814.39,30.0,45.0,0.08262910798122068,1.9039749608763672,0.0,20.873569900882824,95.2293138865264,297.9250962858179,0,0,0,2810.74627516853
2018-03-09,2.16,2814.36,30.0,45.0,0.08327464788732396,1.9188497652582133,0.0,20.873569900882824,49.14004874280586,45.18957066306186,0,0,0,2810.6661351502808
2018-03-10,2.16,2814.33,28.0,45.0,0.08392018779342722,1.9337245696400605,0.0,20.873569900882824,49.14004874280586,30.376903868868958,0,0,0,2810.645726297955
2018-03-11,2.155,2814.3,28.0,45.0,0.08456572769953052,1.9485993740219067,0.0,20.873569900882824,49.14004874280586,28.881674453874258,0,0,0,2810.64537191981
2018-03-12,2.15,2814.27,28.0,45.0,0.08521126760563381,1.9634741784037533,0.0,20.873569900882824,49.14004874280586,45.29602679177027,0,0,0,2810.6107142377386
2018-03-13,2.15,2814.25,28.0,45.0,0.0858568075117371,1.9783489827856002,0.0,20.873569900882824,49.14004874280586,29.10388418808119,0,0,0,2810.5653637436662
2018-03-14,2.15,2814.22,35.0,45.0,0.08650234741784038,1.993223787167447,0.0,20.873569900882824,49.14004874280586,28.881674453874258,0,0,0,2810.5549647359844
2018-03-15,2.16,2814.4,248.0,45.0,0.08714788732394367,2.008098591549293,0.0,21.758249402724726,53.10109284744655,50.90059569513422,0,0,0,2810.5552888511606
2018-03-16,2.17,2814.48,112.0,45.0,0.08779342723004696,2.02297339593114,0.0,60.268413531784574,164.30986637412568,257.7617858879762,0,0,0,2810.641238056844
2018-03-17,2.18,2814.52,101.0,45.0,0.08843896713615025,2.0378482003129865,0.0,31.989289542462345,94.74353835970544,108.79697809500762,0,0,0,2810.652769812922
2018-03-18,2.18,2814.565,97.5,45.0,0.08908450704225353,2.0527230046948333,0.0,73.21348490945071,94.74353835970544,119.50616693029865,0,0,0,2810.7880524953
2018-03-19,2.18,2814.61,94.0,45.0,0.08973004694835683,2.06759780907668,0.0,64.43266810398485,94.74353835970544,116.32684351489341,0,0,0,2810.812378452594
2018-03-20,2.19,2814.68,118.0,45.0,0.09037558685446012,2.0824726134585267,0.0,64.43266810398485,94.74353835970544,113.49307728112713,0,0,0,2810.814222944654
2018-03-21,2.2,2814.78,163.0,45.0,0.0910211267605634,2.097347417840373,0.0,73.21348490945071,97.67133518540756,123.3377887115049,0,0,0,2810.885874442051
2018-03-22,2.17,2814.5,125.0,155.0,0.09166666666666667,2.11222222222222,0.0,42.28412043707972,112.03189100948936,165.42910634913645,0,0,0,2810.9708840958706
2018-03-23,2.12,2813.82,145.0,385.0,0.09231220657276996,2.1270970266040665,0.0,51.67640511475993,109.04048512123099,125.64762378255391,0,0,0,2810.74934605321
2018-03-24,2.07,2813.13,235.0,303.0,0.09295774647887324,2.1419718309859133,0.0,61.205529104082146,112.03189100948936,148.7173404445758,0,0,0,2810.322325932027
2018-03-25,2.025,2812.4750000000013,216.0,309.0,0.09360328638497653,2.15684663536776,0.0,60.83995984267176,164.30986637412568,257.7617858879762,0,0,0,2809.9037596570256
2018-03-26,1.98,2811.82,197.0,315.0,0.09424882629107982,2.1717214397496063,0.0,42.08995984267176,112.03189100948936,188.02026258529875,0,0,0,2809.4303452851104
2018-03-27,1.93,2811.13,188.0,350.0,0.09489436619718312,2.186596244131453,0.0,42.08995984267176,112.03189100948936,188.02026258529875,0,0,0,2809.0233480495235
2018-03-28,1.88,2810.44,186.0,350.0,0.0955399061032864,2.2014710485132998,0.0,42.08995984267176,112.03189100948936,188.02026258529875,0,0,0,2808.5764191031612
2018-03-29,1.83,2809.66,175.0,430.0,0.09618544600938968,2.216345852895146,0.0,42.08995984267176,112.03189100948936,188.02026258529875,0,0,0,2808.1244062047854
2018-03-30,1.77,2808.87,175.0,440.0,0.09683098591549297,2.2312206572769933,0.0,41.518413531784574,112.03189100948936,169.04485324704834,0,0,0,2807.653436019638
2018-03-31,1.72,2808.12,160.0,440.0,0.09747652582159626,2.24609546165884,0.0,41.518413531784574,112.03189100948936,169.04485324704834,0,0,0,2807.134273151171
2018-04-01,1.72,2808.13,132.0,260.0,0.09812206572769956,2.260970266040686,0.0,41.518413531784574,112.03189100948936,158.04633486906974,0,0,0,2806.6557174026875
2018-04-02,1.72,2808.14,104.0,80.0,0.09876760563380282,2.2758450704225326,0.0,61.205529104082146,112.03189100948936,136.23089650982658,0,0,0,2806.583086563219
