Dates,Present Storage(TMC),Reservoir Level(TMC),Inflow,Outflow,MADIKERI,SOMWARPET,VIRAJPET,lower,result,upper,lowLabel,resultlabel,uplabel,level(ft)
2018-04-03,1.72,2808.17,110.0,70.0,0.09941314553990613,2.29071987480438,0.0,64.43266810398485,94.74353835970544,114.94736770539724,0,0,0,2806.5982320568637
2018-04-04,1.73,2808.21,98.0,70.0,0.1000586854460094,2.305594679186226,0.0,64.43266810398485,97.67133518540756,118.75888055204318,0,0,0,2806.589974910799
2018-04-05,1.73,2808.25,102.0,70.0,0.1007042253521127,2.3204694835680724,0.0,73.21348490945071,94.74353835970544,112.11360147163096,0,0,0,2806.656897255744
2018-04-06,1.73,2808.26,92.0,70.0,0.10134976525821596,2.3353442879499187,0.0,73.21348490945071,94.74353835970544,114.94736770539724,0,0,0,2806.6813207053324
2018-04-07,1.73,2808.27,92.0,70.0,0.10199530516431926,2.3502190923317663,0.0,73.21348490945071,94.74353835970544,112.11360147163096,0,0,0,2806.6806783468996
2018-04-08,1.73,2808.28,92.0,70.0,0.10264084507042256,2.3650938967136126,0.0,73.21348490945071,94.74353835970544,113.49307728112713,0,0,0,2806.6840659094946
2018-04-09,1.73,2808.29,92.0,70.0,0.10328638497652584,2.379968701095459,0.0,73.21348490945071,94.74353835970544,112.11360147163096,0,0,0,2806.684201974059
2018-04-10,1.73,2808.3,92.0,70.0,0.10393192488262913,2.3948435054773056,0.0,73.21348490945071,94.74353835970544,112.11360147163096,0,0,0,2806.6843380386235
2018-04-11,1.73,2808.31,92.0,70.0,0.1045774647887324,2.4097183098591524,0.0,73.21348490945071,94.74353835970544,113.49307728112713,0,0,0,2806.6844741031878
2018-04-12,1.73,2808.31,92.0,70.0,0.1052230046948357,2.4245931142409987,0.0,73.21348490945071,94.74353835970544,112.11360147163096,0,0,0,2806.6846101677525
2018-04-13,1.74,2808.34,132.0,70.0,0.10586854460093896,2.4394679186228454,0.0,73.21348490945071,94.74353835970544,112.11360147163096,0,0,0,2806.6846945339103
2018-04-14,1.75,2808.5,198.0,70.0,0.10651408450704226,2.454342723004692,0.0,66.34421989008858,112.03189100948936,136.23089650982658,0,0,0,2806.7572229922716
2018-04-15,1.75,2808.545,150.0,70.0,0.10715962441314557,2.469217527386539,0.0,41.518413531784574,112.03189100948936,188.02026258529875,0,0,0,2806.8334059607973
2018-04-16,1.75,2808.59,102.0,70.0,0.10780516431924883,2.4840923317683847,0.0,41.518413531784574,112.03189100948936,148.7173404445758,0,0,0,2806.834905173098
2018-04-17,1.75,2808.59,92.0,70.0,0.10845070422535212,2.498967136150232,0.0,73.21348490945071,94.74353835970544,114.94736770539724,0,0,0,2806.8487661292024
2018-04-18,1.76,2808.62,94.0,70.0,0.1090962441314554,2.5138419405320787,0.0,73.21348490945071,94.74353835970544,116.32684351489341,0,0,0,2806.865022045201
2018-04-19,1.76,2808.65,106.0,70.0,0.1097417840375587,2.5287167449139254,0.0,73.21348490945071,94.74353835970544,113.49307728112713,0,0,0,2806.9381743988697
2018-04-20,1.76,2808.69,116.0,70.0,0.11038732394366199,2.543591549295772,0.0,73.21348490945071,94.74353835970544,114.94736770539724,0,0,0,2806.957694424459
2018-04-21,1.76,2808.73,106.0,70.0,0.11103286384976528,2.5584663536776184,0.0,65.19837500927999,97.67133518540756,126.14165203210995,0,0,0,2806.954601588321
2018-04-22,1.765,2808.755,104.0,70.0,0.11167840375586856,2.573341158059465,0.0,73.21348490945071,94.74353835970544,116.32684351489341,0,0,0,2806.9515452791493
2018-04-23,1.77,2808.78,102.0,70.0,0.11232394366197183,2.5882159624413115,0.0,73.21348490945071,94.74353835970544,114.94736770539724,0,0,0,2806.99021709136
2018-04-24,1.77,2808.8,102.0,70.0,0.11296948356807515,2.603090766823158,0.0,73.21348490945071,94.74353835970544,114.94736770539724,0,0,0,2807.0362036683046
2018-04-25,1.77,2808.86,118.0,70.0,0.1136150234741784,2.617965571205005,0.0,73.21348490945071,94.74353835970544,116.32684351489341,0,0,0,2807.047210792514
2018-04-26,1.77,2808.89,106.0,70.0,0.1142605633802817,2.632840375586852,0.0,64.43266810398485,109.04048512123099,136.23089650982658,0,0,0,2807.0502777120682
2018-04-27,1.78,2808.9,102.0,70.0,0.114906103286385,2.6477151799686984,0.0,64.43266810398485,94.74353835970544,114.94736770539724,0,0,0,2807.043040979491
2018-04-28,1.78,2808.91,96.0,70.0,0.11555164319248827,2.6625899843505447,0.0,73.21348490945071,94.74353835970544,114.94736770539724,0,0,0,2807.117154781072
2018-04-29,1.78,2808.905,82.0,70.0,0.11619718309859155,2.6774647887323915,0.0,73.21348490945071,94.74353835970544,112.11360147163096,0,0,0,2807.138837916283
2018-04-30,1.78,2808.9,68.0,70.0,0.11684272300469485,2.692339593114238,0.0,64.04200384131063,86.83776884688544,87.46171627034461,0,0,0,2807.139554892007
2018-05-01,1.78,2808.91,78.0,70.0,0.11748826291079816,2.7072143974960845,0.0,62.10047533001121,86.83776884688544,87.11711307608245,0,0,0,2807.144415665804
2018-05-02,1.78,2808.96,124.0,70.0,0.11813380281690145,2.7220892018779312,0.0,64.04200384131063,86.83776884688544,91.89658888557865,0,0,0,2807.148708200634
2018-05-03,1.78,2808.98,92.0,70.0,0.11877934272300472,2.736964006259778,0.0,69.65456275795172,112.03189100948936,136.23089650982658,0,0,0,2807.1498810502094
2018-05-04,1.78,2808.99,96.0,70.0,0.119424882629108,2.7518388106416243,0.0,69.89910183802571,94.74353835970544,113.49307728112713,0,0,0,2807.132660337505
2018-05-05,1.78,2808.96,60.0,70.0,0.12007042253521127,2.7667136150234706,0.0,73.21348490945071,94.74353835970544,112.11360147163096,0,0,0,2807.143177930829
2018-05-06,1.78,2808.96,62.5,70.0,0.12071596244131455,2.7815884194053178,0.0,45.70809876111073,74.66884931789468,73.01031618242062,0,0,0,2807.1385369037544
2018-05-07,1.78,2808.96,65.0,70.0,0.12136150234741785,2.7964632237871645,0.0,48.80772952674384,81.36577469802039,87.11711307608245,0,0,0,2807.1513358538027
2018-05-08,1.78,2809.0,106.0,70.0,0.12200704225352114,2.811338028169011,0.0,48.80772952674384,81.36577469802039,87.11711307608245,0,0,0,2807.15045570986
2018-05-09,1.79,2809.14,182.0,70.0,0.12265258215962445,2.826212832550857,0.0,73.21348490945071,94.74353835970544,114.94736770539724,0,0,0,2807.1515708638613
2018-05-10,1.81,2809.35,250.0,70.0,0.12329812206572772,2.8410876369327043,0.0,41.518413531784574,112.03189100948936,169.04485324704834,0,0,0,2807.2107056475347
2018-05-11,1.82,2809.55,290.0,70.0,0.123943661971831,2.855962441314551,0.0,61.81304910783564,187.15256411858942,257.7617858879762,0,0,0,2807.3619757668635
2018-05-12,1.83,2809.75,330.0,70.0,0.12458920187793428,2.8708372456963973,0.0,93.34361052010411,249.41626972085618,365.295664586985,0,0,0,2807.4647103181346
2018-05-13,1.84,2809.89,194.0,70.0,0.12523474178403754,2.885712050078244,0.0,132.85962718677084,270.6600916845667,365.295664586985,0,0,0,2807.5477191253563
2018-05-14,1.85,2809.99,162.0,70.0,0.12588028169014087,2.900586854460092,0.0,43.06304910783564,112.03189100948936,186.1227216514737,0,0,0,2807.5971770444867
2018-05-15,1.82,2809.53,152.0,408.0,0.12652582159624415,2.915461658841937,0.0,41.518413531784574,112.03189100948936,169.04485324704834,0,0,0,2807.733841177506
2018-05-16,1.74,2808.41,145.0,1040.0,0.12717136150234742,2.930336463223784,0.0,42.08995984267176,112.03189100948936,169.04485324704834,0,0,0,2807.500264038905
2018-05-17,1.61,2806.54,140.0,1536.0,0.12781690140845073,2.9452112676056306,0.0,41.518413531784574,112.03189100948936,158.04633486906974,0,0,0,2806.812402111374
2018-05-18,1.61,2806.45,140.0,940.0,0.128462441314554,2.9600860719874773,0.0,61.205529104082146,112.03189100948936,148.7173404445758,0,0,0,2805.718204433492
2018-05-19,1.36,2802.41,121.0,3000.0,0.12910798122065728,2.9749608763693236,0.0,61.205529104082146,112.03189100948936,148.7173404445758,0,0,0,2805.590761195244
2018-05-20,1.145,2798.055,121.0,2900.0,0.12975352112676058,2.9898356807511703,0.0,59.30787714123905,112.03189100948936,136.23089650982658,0,0,0,2803.4341428119205
2018-05-21,0.93,2793.7,121.0,2800.0,0.13039906103286386,3.004710485133017,0.0,71.11580193649824,112.03189100948936,141.2031470403647,0,0,0,2801.621445141966
2018-05-22,0.75,2788.63,101.0,2100.0,0.13104460093896714,3.0195852895148634,0.0,59.30787714123905,112.03189100948936,136.23089650982658,0,0,0,2799.6345600606573
2018-05-23,0.57,2783.59,90.0,1835.0,0.13169014084507044,3.0344600938967097,0.0,64.43266810398485,94.74353835970544,114.94736770539724,0,0,0,2797.9799630605753
2018-05-24,0.48,2779.93,90.0,1150.0,0.13233568075117372,3.0493348982785564,0.0,73.21348490945071,94.74353835970544,112.11360147163096,0,0,0,2796.265510749779
2018-05-25,0.4,2776.77,86.0,1060.0,0.13298122065727702,3.064209702660404,0.0,73.21348490945071,94.74353835970544,113.49307728112713,0,0,0,2795.2972355430484
2018-05-26,0.34,2774.45,95.0,850.0,0.1336267605633803,3.07908450704225,0.0,73.21348490945071,94.74353835970544,113.49307728112713,0,0,0,2794.4504548485816
2018-05-27,0.34,2774.595,185.5,475.0,0.13427230046948355,3.0939593114240966,0.0,73.21348490945071,94.74353835970544,114.94736770539724,0,0,0,2793.856742433802
2018-05-28,0.34,2774.74,276.0,100.0,0.13491784037558688,3.108834115805944,0.0,41.518413531784574,112.03189100948936,188.02026258529875,0,0,0,2793.752035895146
2018-05-29,0.37,2775.92,515.0,100.0,0.13556338028169015,3.1237089201877897,0.0,93.34361052010411,249.41626972085618,421.61691649685713,0,0,0,2793.7694909730094
2018-05-30,0.45,2778.82,980.0,100.0,0.13620892018779346,3.1385837245696364,0.0,213.90786804230206,378.17783095812507,506.3053885380507,0,0,1,2793.9366305047947
2018-05-31,0.55,2782.74,1250.0,80.0,0.13685446009389673,3.1534585289514827,0.0,350.9394011524002,772.9469018622863,1307.5187180977366,0,1,2,2794.5733547956734
2018-06-01,0.58,2783.68,419.0,80.0,0.1375,3.1683333333333303,0.0,513.9952871357337,961.4462762075507,1790.0885180977377,1,1,2,2795.361260851636
2018-06-02,0.59,2784.23,250.0,30.0,0.0175,6.23666666666667,0.3683333333333329,147.35113637563538,324.85427839276616,495.78766944257643,0,0,0,2795.6074250121533
2018-06-03,0.615,2784.855,260.5,30.0,5.3925,5.56,0.686666666666667,121.82990164779369,320.31279414862485,398.34691944257645,0,0,0,2796.0299413767902
2018-06-04,0.64,2785.48,271.0,30.0,6.095,8.35833333333333,1.24,147.35113637563538,324.85427839276616,495.78766944257643,0,0,0,2796.282568409149
2018-06-05,0.67,2786.34,392.0,30.0,10.8975,3.48833333333333,15.105,147.35113637563538,324.85427839276616,495.78766944257643,0,0,0,2796.512087341763
2018-06-06,0.69,2786.96,244.0,30.0,4.355,3.21,2.475,176.17453470896876,378.17783095812507,554.9649828210587,0,0,1,2796.786005892952
2018-06-07,0.71,2787.46,245.0,30.0,8.1325,2.83666666666667,10.835,61.81304910783564,164.30986637412568,240.9158170167399,0,0,0,2796.9158060891255
2018-06-08,0.73,2788.18,295.0,30.0,91.6925,37.58,57.49,44.25780742264184,164.30986637412568,354.9837430442792,0,0,0,2797.1514861758396
2018-06-09,0.88,2792.18,1647.0,30.0,56.8725,48.7133333333333,44.2783333333333,1081.545080338588,2241.504552487833,3451.903681441337,2,2,3,2797.7760845362736
2018-06-10,1.21,2799.44,3968.0,30.0,112.9275,56.698333333333395,71.9633333333333,1782.4935166635646,3214.158031568107,4249.2307133570675,2,3,3,2799.04272194334
2018-06-11,1.725,2807.36,5614.0,30.0,113.0025,73.39,86.585,3620.085334146825,5597.147161447464,7570.579588648344,3,4,5,2801.71972898206
2018-06-12,2.24,2815.28,7260.0,30.0,79.7875,83.36,93.6233333333333,4813.5180955584565,8487.85019795767,10697.489833067604,3,5,5,2805.890760552213
2018-06-13,2.68,2820.12,5063.0,30.0,118.605,26.8616666666667,140.685,4813.5180955584565,6208.923063703054,10184.306139680735,3,4,5,2809.5669428822107
2018-06-14,2.99,2823.58,3663.0,30.0,135.6075,39.878333333333295,73.3616666666667,3620.085334146825,4838.65241492246,6740.205972348344,3,3,4,2812.998956935841
2018-06-15,3.19,2827.08,2145.0,30.0,1.4675,2.145,5.27333333333333,2721.5812744590626,4755.00820915756,6156.3479232997315,3,3,4,2816.839570910655
2018-06-16,3.27,2828.65,914.0,30.0,34.6275,5.68333333333333,30.265,506.56672479425146,689.9560016054589,1930.2163031830949,1,1,2,2818.543282646341
2018-06-17,3.32,2829.6,932.0,30.0,8.3025,2.53333333333333,7.95833333333333,390.4883704441188,909.2462245050641,1376.0870546158876,0,1,2,2820.1140242751903
2018-06-18,3.37,2830.55,950.0,30.0,15.8375,10.6383333333333,22.9533333333333,383.85082663225853,691.426156618813,1352.5551879648644,0,1,2,2820.9956458016372
2018-06-19,3.42,2831.5,968.0,30.0,15.745,5.78166666666667,14.323333333333302,213.90786804230206,488.55836865523327,1177.1445007062473,0,0,2,2821.408826329885
2018-06-20,3.47,2832.51,637.0,30.0,39.4225,11.963333333333301,29.995,292.6553458351013,572.3820330075661,1222.0950176293056,0,1,2,2821.882536161124
2018-06-21,3.52,2833.46,581.0,30.0,25.325,6.93833333333333,15.07,354.5002700307729,691.426156618813,1309.3715905814383,0,1,2,2822.373383108292
2018-06-22,3.6,2834.58,578.0,30.0,7.735,3.8116666666666696,13.145,615.2332431998959,1080.8639844412776,2945.5394932693284,1,2,3,2823.0275920570407
2018-06-23,3.7,2835.51,1161.0,30.0,12.01,3.97333333333333,7.455,292.6553458351013,651.1324938251714,1588.663445390411,0,1,2,2823.627778493095
2018-06-24,3.81,2836.54,1279.0,30.0,10.705,6.31833333333333,1.6916666666666698,517.5561560141066,909.2462245050641,1329.6375109414337,1,1,2,2824.5404953047373
2018-06-25,3.91,2837.5,1196.0,30.0,16.1275,10.755,8.78,649.7863579489006,1079.0202448054429,2053.9057650073714,1,2,2,2825.365418894162
2018-06-26,4.01,2838.5,1245.0,30.0,16.045,14.4016666666667,8.19833333333333,719.4979876794015,1230.247953455526,1915.4775267377352,1,2,2,2826.2937971345273
2018-06-27,4.16,2839.98,1824.0,30.0,66.1575,22.4766666666667,31.1866666666667,797.2527671008404,1447.6207233867603,2051.2820819317035,1,2,2,2827.277475103181
2018-06-28,4.45,2842.68,3292.0,30.0,93.4925,42.4516666666667,49.83,1660.3935166635647,3019.705871974957,3823.073093091131,2,3,3,2828.8418101158536
2018-06-29,4.92,2845.5,5485.0,30.0,22.165,8.571666666666669,14.725,4108.595897882037,5835.750071180663,7608.463956010727,3,4,5,2831.560508357794
2018-06-30,5.25,2847.02,3964.0,30.0,4.725,1.05,1.195,2721.5812744590626,4613.4444782106775,6077.56114505737,3,3,4,2834.6665173386205
2018-07-01,5.455,2847.925,3019.5,30.0,8.955,2.6733333333333302,9.441666666666661,1782.4935166635646,3231.1031847432664,3919.3815379560715,2,3,3,2836.9815677550205
2018-07-02,5.66,2848.83,2075.0,30.0,3.43,1.11666666666667,2.1883333333333304,1547.5935166635645,2458.474486748349,2989.1830930911306,2,2,3,2839.449609019951
2018-07-03,5.82,2849.58,1973.0,30.0,9.34,2.2533333333333303,1.7183333333333302,785.9491139283494,1733.7617167019703,2607.846434531703,1,2,3,2841.484066607528
2018-07-04,5.98,2850.27,1818.0,30.0,9.3625,5.02,6.16,890.6247721926051,1793.1551993052417,2633.4289814129575,1,2,3,2843.346503705225
2018-07-05,6.13,2850.93,1742.0,30.0,2.845,3.13166666666667,1.29333333333333,746.128221009666,1598.2976988506437,2607.846434531703,1,2,3,2844.790747597177
2018-07-06,6.25,2851.5,1509.0,30.0,3.7225,3.6683333333333294,2.32833333333333,968.7450803385887,1507.0142059900313,2315.099328841338,1,2,2,2846.2015054760022
2018-07-07,6.47,2852.49,2591.0,30.0,121.8475,67.805,96.6866666666667,968.7450803385887,1507.0142059900313,2315.099328841338,1,2,2,2847.3798716314477
2018-07-08,7.2349999999999985,2854.96,7133.0,4482.0,104.99,29.23,62.9333333333333,4592.58153596718,6681.258601720779,8374.493983380737,3,4,5,2850.305495991852
2018-07-09,8.0,2857.43,11675.0,8934.0,87.47,43.868333333333304,43.9033333333333,4813.5180955584565,8142.2032501980575,10069.486709680736,3,5,5,2855.239177853403
2018-07-10,8.0,2856.79,12168.0,13856.0,93.795,63.1766666666667,54.2633333333333,7349.250280464903,11961.382394883352,14072.774540791603,5,6,6,2861.138556657941
2018-07-11,8.0,2857.45,14973.0,12388.0,92.0275,69.34666666666669,57.0016666666667,7349.250280464903,13526.525235754547,18882.456840791598,5,6,6,2861.240985124845
2018-07-12,8.0,2856.64,15162.0,18784.0,79.53,70.1766666666667,52.561666666666696,7349.250280464903,15348.11954575549,21261.535610791605,5,6,6,2862.1567313282985
2018-07-13,8.0,2857.12,15285.0,12661.0,84.7,55.035,47.4816666666667,7349.250280464903,14927.582471045205,21261.535610791605,5,6,6,2859.9814924178104
2018-07-14,8.0,2856.67,13324.0,15085.0,84.09,59.5966666666667,51.195,7349.250280464903,12783.513192340717,18882.456840791598,5,6,6,2861.1248966655276
2018-07-15,7.8450000000000015,2856.635,13176.5,14935.0,75.5525,51.648333333333305,48.9016666666667,7349.250280464903,12529.19333172778,14072.774540791603,5,6,6,2860.034712956105
2018-07-16,7.69,2856.6,13029.0,14785.0,76.6775,56.881666666666696,44.6533333333333,7349.250280464903,11961.382394883352,14072.774540791603,5,6,6,2859.758698297619
2018-07-17,7.53,2856.12,19543.0,21873.0,91.4325,44.201666666666696,61.9283333333333,7349.250280464903,16748.94242779382,14072.774540791603,5,6,6,2859.4350740136697
2018-07-18,7.62,2856.41,16275.0,15140.0,38.51,32.506666666666696,22.4716666666667,7349.250280464903,15842.605561427717,21261.535610791605,5,6,6,2856.549268860939
2018-07-19,8.09,2857.78,14465.0,9100.0,46.575,19.475,18.698333333333302,7349.250280464903,12645.281303563765,14072.774540791603,5,6,6,2855.985481305979
2018-07-20,7.65,2856.5,7305.0,13318.0,59.6625,34.1916666666667,24.77,7349.250280464903,8140.545391160347,14072.774540791603,5,5,6,2859.836310383983
2018-07-21,7.83,2857.01,10969.0,9050.0,46.4825,31.3666666666667,33.0416666666667,5795.331850010819,9012.442755309434,12595.162533067605,4,5,6,2857.353955185563
2018-07-22,7.7650000000000015,2856.825,10228.0,10776.0,56.4925,36.4866666666667,24.3883333333333,5795.331850010819,9922.483800849459,14072.774540791603,4,5,6,2861.2745648307246
2018-07-23,7.7,2856.64,9487.0,12502.0,42.015,31.9033333333333,18.891666666666698,5795.331850010819,10808.566289829983,14072.774540791603,4,5,6,2859.4630848120414
2018-07-24,7.66,2856.52,12086.0,12520.0,57.1975,26.91,23.573333333333306,5244.947048558456,7605.5935221830705,12431.221007091604,4,5,6,2858.3765466245295
2018-07-25,7.94,2857.35,17387.0,14137.0,53.5425,28.39,30.8883333333333,5795.331850010819,14018.993657988312,14072.774540791603,4,6,6,2859.6751389938413
2018-07-26,7.55,2856.18,11242.0,15725.0,33.87,17.8616666666667,16.9583333333333,7349.250280464903,12390.781653936972,18882.456840791598,5,6,6,2859.967481258331
2018-07-27,7.59,2856.31,10775.0,10231.0,9.165,7.85166666666667,14.515,5795.331850010819,10018.49241746451,14072.774540791603,4,5,6,2855.6750101391144
2018-07-28,7.53,2856.13,7330.0,8000.0,10.27,6.72333333333333,12.531666666666698,4813.5180955584565,7141.453860957757,10412.139139680734,3,5,5,2857.606153945605
2018-07-29,7.7,2856.635,6334.0,5709.0,8.4225,4.716666666666669,6.585,4813.5180955584565,7328.022965634427,10184.306139680735,3,5,5,2857.304906629619
2018-07-30,7.87,2857.14,5338.0,3418.0,12.4925,1.73666666666667,1.33833333333333,4108.595897882037,6588.980406422956,8438.837572310735,3,4,5,2859.4815628992374
2018-07-31,7.98,2857.46,4706.0,3418.0,17.5,6.175,10.1983333333333,2721.5812744590626,4648.991414803059,6156.3479232997315,3,3,4,2861.0695597377116
2018-08-01,8.11,2857.85,4980.0,3418.0,6.305,8.39166666666667,10.793333333333301,2721.5812744590626,4648.991414803059,6156.3479232997315,3,3,4,2862.2756289209915
2018-08-02,7.92,2857.29,3465.0,3605.0,14.145,9.17,12.573333333333302,2721.5812744590626,4708.392016289329,6156.3479232997315,3,3,4,2863.6193378589214
2018-08-03,7.78,2856.88,2785.0,4190.0,16.715,8.175,3.69833333333333,2721.5812744590626,3904.401631944295,4761.121068967369,3,3,3,2862.307028406519
2018-08-04,7.91,2857.26,5683.0,4160.0,17.765,6.11666666666667,3.91,1782.4935166635646,3101.275999524089,4027.831537956072,2,3,3,2861.2106828248216
2018-08-05,8.015,2857.575,5338.5,4213.5,11.235,4.16666666666667,3.27833333333333,2721.5812744590626,4755.00820915756,6156.3479232997315,3,3,4,2862.396230567666
2018-08-06,8.12,2857.89,4994.0,4267.0,5.3925,6.52333333333333,6.185,3163.427274459062,5403.4414864488235,6740.205972348344,3,4,4,2862.587229749215
2018-08-07,8.19,2858.09,5083.0,4267.0,20.175,20.685,16.19,2721.5812744590626,4421.239636685486,5778.052899067369,3,3,4,2863.4465990567596
2018-08-08,8.12,2857.89,6868.0,7586.0,96.64,32.7333333333333,76.44,3163.427274459062,5062.164728855637,6740.205972348344,3,4,4,2864.4005551783584
2018-08-09,8.31,2858.43,15247.0,13099.0,90.065,68.65,52.2233333333333,5244.947048558456,12640.68107760467,12226.348307091605,4,6,6,2865.051903108178
2018-08-10,7.37,2855.67,10373.0,22183.0,27.74,15.903333333333302,9.75,7349.250280464903,12136.461793324035,14072.774540791603,5,6,6,2864.8173535580163
2018-08-11,7.78,2856.88,13815.0,9075.0,51.6375,17.126666666666697,7.725,5244.947048558456,10986.89070722496,14072.774540791603,4,5,6,2854.9583158378373
2018-08-12,7.82,2856.99,18971.0,14538.5,53.85,36.466666666666704,17.3466666666667,5795.331850010819,14717.886615837993,14072.774540791603,4,6,6,2861.2570237403233
2018-08-13,7.86,2857.1,24127.0,20002.0,104.69,84.7133333333333,53.023333333333305,7349.250280464903,20453.75797007856,21623.159503791605,5,6,6,2860.030341847553
2018-08-14,7.79,2856.9,22967.0,23375.0,147.84,87.4816666666667,116.461666666667,7349.250280464903,22930.510861635576,27000.459503791604,5,7,7,2858.831923540178
2018-08-15,7.67,2856.54,36179.0,37589.0,137.695,57.25,80.2333333333333,7349.250280464903,35328.93751685956,36663.8149178216,5,7,7,2859.4591162954057
2018-08-16,7.7,2856.63,33901.0,33549.0,123.0475,76.86,78.515,7349.250280464903,34411.11260099125,36663.8149178216,5,7,7,2856.4274862327325
2018-08-17,7.1,2854.87,77900.0,78589.0,149.405,87.8983333333333,117.648333333333,7349.250280464903,76885.74715610206,73825.95071470035,5,7,7,2863.3154108780745
2018-08-18,6.61,2853.12,42603.0,47110.0,62.9925,33.2066666666667,29.51,7349.250280464903,43307.9700668885,73825.95071470035,5,7,7,2844.0899180589413
2018-08-19,6.3900000000000015,2852.12,32435.5,35289.5,57.655,36.71,32.345,7349.250280464903,31964.70593261673,36663.8149178216,5,7,7,2833.57663549153
2018-08-20,6.17,2851.12,22268.0,23469.0,32.6825,17.95,7.26666666666667,7349.250280464903,22012.68594576725,27000.459503791604,5,7,7,2839.119499960812
2018-08-21,6.68,2853.41,14904.0,8972.0,25.54,20.9366666666667,14.391666666666698,7349.250280464903,16812.726008587084,21623.159503791605,5,6,6,2840.1881245543614
2018-08-22,7.74,2856.76,15622.0,3300.0,20.1575,13.125,7.47666666666667,7349.250280464903,15360.63974162377,21261.535610791605,5,6,6,2847.50785920805
2018-08-23,7.6,2856.34,8855.0,10506.0,15.4875,7.75,8.675,5795.331850010819,9735.12509993736,14072.774540791603,4,5,6,2856.4695318197264
2018-08-24,8.02,2857.58,10104.0,5285.0,10.9875,6.05333333333333,2.72333333333333,5244.947048558456,7675.498992863394,11686.459833067602,4,5,6,2855.4038974712917
2018-08-25,7.22,2855.22,1313.0,10556.0,3.98,1.91833333333333,0.816666666666667,5244.947048558456,3563.8235547129943,11401.109139680731,4,3,6,2860.9667908692027
2018-08-26,7.26,2855.34,3692.0,7178.0,4.0475,1.4,0.671666666666667,2530.660966313079,3569.1655358350185,4542.226281708176,3,3,3,2854.6538227931774
2018-08-27,7.3,2855.46,6071.0,3800.0,11.5325,9.97666666666667,5.5333333333333306,2355.049002581229,4798.440298814855,5754.527773791385,2,3,4,2857.46960772315
2018-08-28,7.47,2855.96,6391.0,4400.0,30.8,13.376666666666699,11.406666666666698,2721.5812744590626,4648.991414803059,6800.241539599731,3,3,4,2857.1268633168647
2018-08-29,7.61,2856.36,7199.0,5600.0,41.0275,20.045,16.78,3163.427274459062,7291.444785136076,7878.905698648344,3,5,5,2857.7098263291214
2018-08-30,7.61,2856.36,6683.0,6650.0,15.1725,7.9483333333333315,1.63,4329.532457473313,6890.748073649148,9068.703682310734,3,4,5,2858.7002256912474
2018-08-31,7.37,2855.67,4330.0,7000.0,26.25,8.803333333333333,12.283333333333301,3740.6202131672203,5880.757431631043,7878.905698648344,3,4,5,2858.4877343017592
2018-09-01,7.2,2855.17,4956.0,6450.0,4.365,4.61666666666667,4.46833333333333,2721.5812744590626,4755.00820915756,6156.3479232997315,3,3,4,2856.8616417060907
2018-09-02,7.24,2855.275,4770.0,5204.0,0.4525,0.018333333333333,3.605,2721.5812744590626,4684.297327591265,5848.939623666368,3,3,4,2856.0429882135927
2018-09-03,7.28,2855.38,4584.0,3958.0,3.4975,0.903333333333333,5.97166666666667,2721.5812744590626,3862.6210088764815,4820.42106896737,3,3,3,2855.741906133347
2018-09-04,7.2,2855.16,3609.0,4470.0,0.1,0.048333333333333006,0.691666666666667,2721.5812744590626,3862.6210088764815,4675.521068967369,3,3,3,2856.229284735659
2018-09-05,7.13,2854.95,2378.0,3100.0,0.125,0.0,1.19833333333333,1669.6935166635644,2782.7538315606766,3687.200402347072,2,3,3,2855.39286761389
2018-09-06,7.2,2855.17,2719.0,3175.0,0.0425,0.635,0.4666666666666671,1547.5935166635645,2245.9958071470423,2885.3329001173665,2,2,3,2855.249780204819
2018-09-07,7.3,2855.44,2765.0,1675.0,2.105,3.3,0.928333333333333,1547.5935166635645,2458.474486748349,2989.1830930911306,2,2,3,2855.871779625114
2018-09-08,7.37,2855.65,2530.0,1675.0,3.02,6.015,3.67333333333333,1547.5935166635645,2458.474486748349,2989.1830930911306,2,2,3,2856.84668576885
2018-09-09,7.53,2856.125,2209.0,1437.5,1.815,1.00833333333333,1.5,1547.5935166635645,2245.9958071470423,2885.3329001173665,2,2,3,2857.3223567444015
2018-09-10,7.69,2856.6,1888.0,1200.0,0.155,0.095,0.875,968.7450803385887,2120.428631520765,2871.6636814413373,1,2,3,2858.6800332247603
2018-09-11,7.63,2856.42,2178.0,500.0,0.0,0.0,0.795,968.7450803385887,1793.1551993052417,2871.6636814413373,1,2,3,2860.180176628116
2018-09-12,7.65,2856.5,1618.0,1350.0,5.12,3.38833333333333,2.22833333333333,968.7450803385887,1793.1551993052417,2871.6636814413373,1,2,3,2860.2670732755896
2018-09-13,7.61,2856.38,1097.0,1600.0,0.64,0.51,0.736666666666667,890.6247721926051,1507.0142059900313,2315.099328841338,1,2,2,2859.934754082318
2018-09-14,7.54,2856.17,850.0,1638.0,0.0,0.115,0.688333333333333,513.9952871357337,1019.6267622021724,1790.0885180977377,1,2,2,2859.8422142182226
2018-09-15,7.47,2855.94,750.0,1675.0,0.0,0.0,0.666666666666667,350.9394011524002,887.6795025771838,1682.040718097737,0,1,2,2859.4406405981517
2018-09-16,7.4049999999999985,2855.75,855.0,1637.5,0.5075,0.0,1.98,419.9887002040669,883.3274395593946,1682.040718097737,0,1,2,2858.888871380304
