Dates,Present Storage(TMC),Reservoir Level(TMC),Inflow,Outflow,MADIKERI,SOMWARPET,VIRAJPET,Label
2012-12-03,2.86,2822.1,120,350,2.67447183098592,3.00899061032864,0,0
2012-12-04,2.845,2821.935,173.5,325,2.75551643192488,3.10017214397497,0,4
2012-12-05,2.83,2821.77,227,300,2.83656103286385,3.19135367762129,0,4
2012-12-06,2.75,2820.92,264,1142,2.91760563380282,3.28253521126761,0,4
2012-12-07,2.65,2819.76,297,1500,2.99865023474178,3.37371674491393,0,4
2012-12-08,2.54,2818.54,284,1550,3.07969483568075,3.46489827856026,0,4
2012-12-09,2.42,2817.17,227,1650,3.16073943661972,3.55607981220658,0,0
2012-12-10,2.29,2815.76,184,1650,3.24178403755869,3.6472613458529,0,3
2012-12-11,2.16,2814.3,132,1650,3.32282863849765,3.73844287949922,0,4
2012-12-12,2.04,2812.77,259,1550,3.40387323943662,3.82962441314555,0,4
2012-12-13,1.94,2811.21,258,1500,3.48491784037559,3.92080594679187,0,4
2012-12-14,1.82,2809.6,218,1500,3.56596244131455,4.01198748043819,0,4
2012-12-15,1.73,2808.25,226,1300,3.64700704225352,4.10316901408451,0,0
2012-12-16,1.62,2806.63,177.5,1400,3.72805164319249,4.19435054773084,0,3
2012-12-17,1.51,2805.01,129,1500,3.80909624413146,4.28553208137716,0,3
2012-12-18,1.39,2803.1,133,1450,3.89014084507042,4.37671361502348,0,4
2012-12-19,1.3,2801.21,226,1300,3.97118544600939,4.4678951486698,0,4
2012-12-20,1.2,2799.31,220,1300,4.05223004694836,4.55907668231613,0,4
2012-12-21,1.12,2797.5,221,1250,4.13327464788732,4.65025821596245,0,4
2012-12-22,1.03,2795.75,255,1250,4.21431924882629,4.74143974960877,0,4
2012-12-23,0.96,2794.105,243.5,1075,4.29536384976526,4.83262128325509,0,4
2012-12-24,0.89,2792.46,232,900,4.37640845070423,4.92380281690142,0,4
2012-12-25,0.81,2790.36,230,1100,4.45745305164319,5.01498435054774,0,4
2012-12-26,0.73,2788.21,213,1100,4.53849765258216,5.10616588419406,0,4
2012-12-27,0.67,2786.41,211,950,4.61954225352113,5.19734741784038,0,4
2012-12-28,0.62,2784.94,236,950,4.70058685446009,5.28852895148671,0,0
2012-12-29,0.58,2783.77,151,500,4.78163145539906,5.37971048513303,0,3
2012-12-30,0.56,2782.9,141,400,4.86267605633803,5.47089201877935,0,3
2012-12-31,0.569130434782609,2783.17043478261,138.826086956522,382.608695652174,4.943720657277,5.56207355242568,0,3
2013-01-01,0.578260869565218,2783.44086956522,136.652173913043,365.217391304348,5.02476525821596,5.653255086072,0,3
2013-01-02,0.587391304347826,2783.71130434783,134.478260869565,347.826086956522,5.10580985915493,5.74443661971832,0,3
2013-01-03,0.596521739130435,2783.98173913043,132.304347826087,330.434782608696,5.1868544600939,5.83561815336464,0,3
2013-01-04,0.605652173913043,2784.25217391304,130.130434782609,313.04347826087,5.26789906103286,5.92679968701096,0,3
2013-01-05,0.614782608695652,2784.52260869565,127.95652173913,295.652173913043,5.34894366197183,6.01798122065729,0,3
2013-01-06,0.623913043478261,2784.79304347826,125.782608695652,278.260869565217,5.4299882629108,6.10916275430361,0,3
2013-01-07,0.63304347826087,2785.06347826087,123.608695652174,260.869565217391,5.51103286384977,6.20034428794993,0,3
2013-01-08,0.642173913043478,2785.33391304348,121.434782608696,243.478260869565,5.59207746478873,6.29152582159626,0,3
2013-01-09,0.651304347826087,2785.60434782609,119.260869565217,226.086956521739,5.6731220657277,6.38270735524258,0,3
2013-01-10,0.660434782608696,2785.8747826087,117.086956521739,208.695652173913,5.75416666666667,6.4738888888889,0,3
2013-01-11,0.669565217391304,2786.1452173913,114.913043478261,191.304347826087,5.83521126760563,6.56507042253522,0,3
2013-01-12,0.678695652173913,2786.41565217391,112.739130434783,173.913043478261,5.9162558685446,6.65625195618155,0,3
2013-01-13,0.687826086956522,2786.68608695652,110.565217391304,156.521739130435,5.99730046948357,6.74743348982787,0,3
2013-01-14,0.69695652173913,2786.95652173913,108.391304347826,139.130434782609,6.07834507042254,6.83861502347419,0,3
2013-01-15,0.706086956521739,2787.22695652174,106.217391304348,121.739130434783,6.1593896713615,6.92979655712051,0,3
2013-01-16,0.715217391304348,2787.49739130435,104.04347826087,104.347826086957,6.24043427230047,7.02097809076684,0,3
2013-01-17,0.724347826086957,2787.76782608696,101.869565217391,86.9565217391304,6.32147887323944,7.11215962441316,0,1
2013-01-18,0.733478260869565,2788.03826086956,99.695652173913,69.5652173913044,6.4025234741784,7.20334115805948,0,1
2013-01-19,0.742608695652174,2788.30869565217,97.5217391304348,52.1739130434783,6.48356807511737,7.2945226917058,0,1
2013-01-20,0.751739130434783,2788.57913043478,95.3478260869565,34.7826086956522,6.56461267605634,7.38570422535213,0,1
2013-01-21,0.760869565217391,2788.84956521739,93.1739130434783,17.3913043478261,6.64565727699531,7.47688575899845,0,1
2013-01-22,0.77,2789.12,91,0,6.72670187793427,7.56806729264477,0,1
2013-01-23,0.77,2789.32,87,0,6.80774647887324,7.65924882629109,0,1
2013-01-24,0.78,2789.5,79,0,6.88879107981221,7.75043035993742,0,1
2013-01-25,0.79,2789.66,70,0,6.96983568075117,7.84161189358374,0,1
2013-01-26,0.79,2789.84,79,0,7.05088028169014,7.93279342723006,0,1
2013-01-27,0.8,2789.99,66,0,7.13192488262911,8.02397496087638,0,1
2013-01-28,0.805,2790.145,66,0,7.21296948356807,8.11515649452271,0,1
2013-01-29,0.81,2790.3,66,0,7.29401408450704,8.20633802816903,0,1
2013-01-30,0.82,2790.45,66,0,7.37505868544601,8.29751956181535,0,1
2013-01-31,0.82,2790.62,75,0,7.45610328638498,8.38870109546167,0,1
2013-02-01,0.83,2790.77,66,0,7.53714788732394,8.479882629108,0,1
2013-02-02,0.83,2791,66,0,7.61819248826291,8.57106416275432,0,1
2013-02-03,0.84,2791.04,66,0,7.69923708920188,8.66224569640064,0,1
2013-02-04,0.845,2791.165,62,0,7.78028169014084,8.75342723004696,0,1
2013-02-05,0.85,2791.29,58,0,7.86132629107981,8.84460876369329,0,1
2013-02-06,0.85,2791.4,58,0,7.94237089201878,8.93579029733961,0,1
2013-02-07,0.85,2791.53,58,0,8.02341549295775,9.02697183098593,0,1
2013-02-08,0.86,2791.65,54,0,8.10446009389671,9.11815336463225,0,1
2013-02-09,0.86,2791.79,62,0,8.18550469483568,9.20933489827858,0,1
2013-02-10,0.87,2791.95,71,0,8.26654929577465,9.3005164319249,0,1
2013-02-11,0.875,2792.135,66.5,0,8.34759389671362,9.39169796557122,0,1
2013-02-12,0.88,2792.32,62,0,8.42863849765258,9.48287949921754,0,0
2013-02-13,0.89,2792.43,50,0,8.50968309859155,9.57406103286387,0,0
2013-02-14,0.89,2792.54,50,0,8.59072769953052,9.66524256651019,0,0
2013-02-15,0.89,2792.64,46,0,8.67177230046948,9.75642410015651,0,1
2013-02-16,0.9,2792.77,58,0,8.75281690140845,9.84760563380283,0,1
2013-02-17,0.9,2792.93,71,0,8.83386150234742,9.93878716744916,0,1
2013-02-18,0.91,2793.105,79,0,8.91490610328638,10.0299687010955,0,1
2013-02-19,0.92,2793.28,87,0,8.99595070422535,10.1211502347418,0,1
2013-02-20,0.92,2793.42,63,0,9.07699530516432,10.2123317683881,0,1
2013-02-21,0.93,2793.55,58,0,9.15803990610329,10.3035133020344,0,0
2013-02-22,0.93,2793.66,50,0,9.23908450704225,10.3946948356808,0,0
2013-02-23,0.93,2793.76,46,0,9.32012910798122,10.4858763693271,0,0
2013-02-24,0.94,2793.85,42,0,9.40117370892019,10.5770579029734,0,0
2013-02-25,0.94,2793.945,49.5,0,9.48221830985916,10.6682394366197,0,1
2013-02-26,0.94,2794.04,57,0,9.56326291079812,10.7594209702661,0,0
2013-02-27,0.95,2794.09,33,0,9.64430751173709,10.8506025039124,0,0
2013-02-28,0.95,2794.15,39,0,9.72535211267606,10.9417840375587,0,0
2013-03-01,0.95,2794.22,45,0,9.80639671361502,11.032965571205,0,0
2013-03-02,0.96,2794.28,39,0,9.88744131455399,11.1241471048514,0,0
2013-03-03,0.96,2794.32,28,0,9.96848591549296,11.2153286384977,0,0
2013-03-04,0.96,2794.365,28,0,10.0495305164319,11.306510172144,0,0
2013-03-05,0.96,2794.41,28,0,10.1305751173709,11.3976917057903,0,0
2013-03-06,0.96,2794.44,22,0,10.2116197183099,11.4888732394366,0,0
2013-03-07,0.97,2794.49,33,0,10.2926643192488,11.580054773083,0,0
2013-03-08,0.98,2794.78,171,0,10.3737089201878,11.6712363067293,0,4
2013-03-09,1,2795.19,239,0,10.4547535211268,11.7624178403756,0,3
2013-03-10,1.01,2795.37,108,0,10.5357981220657,11.8535993740219,0,0
2013-03-11,1.02666666666667,2795.72666666667,152,0,10.6168427230047,11.9447809076683,0,0
2013-03-12,1.04333333333333,2796.08333333333,196,0,10.6978873239437,12.0359624413146,0,4
2013-03-13,1.06,2796.44,240,0,10.7789319248826,12.1271439749609,0,3
2013-03-14,1.07,2796.61,102,0,10.8599765258216,12.2183255086072,0,1
2013-03-15,1.08,2796.74,80,0,10.9410211267606,12.3095070422535,0,1
2013-03-16,1.08,2796.83,57,0,11.0220657276995,12.4006885758999,0,1
2013-03-17,1.09,2796.92,57,0,11.1031103286385,12.4918701095462,0,1
2013-03-18,1.09,2797.02,62,0,11.1841549295775,12.5830516431925,0,1
2013-03-19,1.1,2797.12,63,0,11.2651995305164,12.6742331768388,0,1
2013-03-20,1.1,2797.27,91,0,11.3462441314554,12.7654147104852,0,1
2013-03-21,1.11,2797.37,63,0,11.4272887323944,12.8565962441315,0,1
2013-03-22,1.11,2797.46,57,0,11.5083333333333,12.9477777777778,0,1
2013-03-23,1.12,2797.54,51,0,11.5893779342723,13.0389593114241,0,1
2013-03-24,1.12,2797.62,51,0,11.6704225352113,13.1301408450704,0,0
2013-03-25,1.125,2797.675,48,0,11.7514671361502,13.2213223787168,0,0
2013-03-26,1.13,2797.73,45,0,11.8325117370892,13.3125039123631,0,0
2013-03-27,1.14,2797.98,34,0,11.9135563380282,13.4036854460094,0,0
2013-03-28,1.13,2797.83,34,0,11.9946009389671,13.4948669796557,0,0
2013-03-29,1.13,2797.87,28,0,12.0756455399061,13.5860485133021,0,0
2013-03-30,1.13,2797.9,23,0,12.1566901408451,13.6772300469484,0,0
2013-03-31,1.14,2797.96,42,0,12.237734741784,13.7684115805947,0,0
2013-04-01,1.14,2798.005,33,0,12.318779342723,13.859593114241,0,0
2013-04-02,1.14,2798.05,24,0,12.399823943662,13.9507746478873,0,0
2013-04-03,1.14,2798.08,24,0,12.4808685446009,14.0419561815337,0,0
2013-04-04,1.15,2798.12,30,0,12.5619131455399,14.13313771518,0,0
2013-04-05,1.15,2798.15,26,0,12.6429577464789,14.2243192488263,0,0
2013-04-06,1.15,2798.18,26,0,12.7240023474178,14.3155007824726,0,0
2013-04-07,1.15,2798.22,32,0,12.8050469483568,14.406682316119,0,0
2013-04-08,1.15,2798.24333333333,30.3333333333333,0,12.8860915492958,14.4978638497653,0,0
2013-04-09,1.15,2798.26666666667,28.6666666666667,0,12.9671361502347,14.5890453834116,0,0
2013-04-10,1.15,2798.29,27,0,13.0481807511737,14.6802269170579,0,0
2013-04-11,1.16,2798.32,27,0,13.1292253521127,14.7714084507043,0,0
2013-04-12,1.16,2798.34,23,0,13.2102699530516,14.8625899843506,0,3
2013-04-13,1.16,2798.36,125,0,13.2913145539906,14.9537715179969,0,3
2013-04-14,1.16,2798.38,117,0,13.3723591549296,15.0449530516432,0,3
2013-04-15,1.16,2798.4,113,0,13.4534037558685,15.1361345852895,0,0
2013-04-16,1.16,2798.42,23,0,13.5344483568075,15.2273161189359,0,0
2013-04-17,1.16,2798.43,17,0,13.6154929577465,15.3184976525822,0,0
2013-04-18,1.16,2798.44,17,0,13.6965375586854,15.4096791862285,0,0
2013-04-19,1.16,2798.45,19,0,13.7775821596244,15.5008607198748,0,0
2013-04-20,1.16,2798.45,13,0,13.8586267605634,15.5920422535212,0,0
2013-04-21,1.16,2798.46,19,0,13.9396713615023,15.6832237871675,0,0
2013-04-22,1.16,2798.46,16,0,14.0207159624413,15.7744053208138,0,0
2013-04-23,1.16,2798.46,13,0,14.1017605633803,15.8655868544601,0,0
2013-04-24,1.16,2798.49,30,0,14.1828051643192,15.9567683881064,0,0
2013-04-25,1.16,2793.93,30,0,14.2638497652582,16.0479499217528,0,0
2013-04-26,1.16,2798.49,13,0,14.3448943661972,16.1391314553991,0,0
2013-04-27,1.16,2798.5,19,0,14.4259389671362,16.2303129890454,0,0
2013-04-28,1.16,2798.51,19,0,14.5069835680751,16.3214945226917,0,0
2013-04-29,1.165,2798.535,21.5,0,14.5880281690141,16.4126760563381,0,0
2013-04-30,1.17,2798.56,24,0,14.6690727699531,16.5038575899844,0,0
2013-05-01,1.17,2798.57,19,0,14.750117370892,16.5950391236307,0,0
2013-05-02,1.17,2798.58,19,0,14.831161971831,16.686220657277,0,0
2013-05-03,1.17,2798.59,19,0,14.91220657277,16.7774021909233,0,0
2013-05-04,1.17,2798.6,19,0,14.9932511737089,16.8685837245697,0,0
2013-05-05,1.17,2798.64,36,0,15.0742957746479,16.959765258216,0,0
2013-05-06,1.175,2798.68,33,0,15.1553403755869,17.0509467918623,0,0
2013-05-07,1.18,2798.72,30,0,15.2363849765258,17.1421283255086,0,0
2013-05-08,1.18,2798.74,25,0,15.3174295774648,17.233309859155,0,0
2013-05-09,1.18,2798.75,19,0,15.3984741784038,17.3244913928013,0,0
2013-05-10,1.18,2798.78,30,0,15.4795187793427,17.4156729264476,0,1
2013-05-11,1.18,2798.86,59,0,15.5605633802817,17.5068544600939,0,1
2013-05-12,1.19,2798.93,53,0,15.6416079812207,17.5980359937403,0,0
2013-05-13,1.19,2798.985,44.5,0,15.7226525821596,17.6892175273866,0,0
2013-05-14,1.19,2799.04,36,0,15.8036971830986,17.7803990610329,0,0
2013-05-15,1.19,2799,31,0,15.8847417840376,17.8715805946792,0,0
2013-05-16,1.19,2799.09,25,0,15.9657863849765,17.9627621283255,0,0
2013-05-17,1.19,2799.1,19,0,16.0468309859155,18.0539436619719,0,0
2013-05-18,1.2,2799.12,25,0,16.1278755868545,18.1451251956182,0,0
2013-05-19,1.2,2799.13,19,0,16.2089201877934,18.2363067292645,0,1
2013-05-20,1.2,2799.195,55.5,0,16.2899647887324,18.3274882629108,0,1
2013-05-21,1.2,2799.26,92,0,16.3710093896714,18.4186697965572,0,1
2013-05-22,1.21,2799.34,59,0,16.4520539906103,18.5098513302035,0,1
2013-05-23,1.21,2799.41,53,0,16.5330985915493,18.6010328638498,0,0
2013-05-24,1.21,2799.43,25,0,16.6141431924883,18.6922143974961,0,0
2013-05-25,1.21,2799.44,19,0,16.6951877934272,18.7833959311424,0,0
2013-05-26,1.21,2799.45,19,0,16.7762323943662,18.8745774647888,0,1
2013-05-27,1.215,2799.555,73.5,0,16.8572769953052,18.9657589984351,0,3
2013-05-28,1.22,2799.66,128,0,16.9383215962441,19.0569405320814,0,1
2013-05-29,1.23,2799.73,54,0,17.0193661971831,19.1481220657277,0,1
2013-05-30,1.23,2799.81,59,0,17.1004107981221,19.2393035993741,0,1
2013-05-31,1.23,2799.66,59,0,17.181455399061,19.3304851330204,0,0
2013-06-01,1.25,2800.17,172,0,17.2625,19.4216666666667,0,3
2013-06-02,1.26,2800.38,132,0,6.62,0.251666666666667,4.35333333333333,3
2013-06-03,1.27,2800.59,146.5,0,36.86,6.99666666666667,30.1166666666667,0
2013-06-04,1.28,2800.8,161,0,5.365,1.71333333333333,2.90833333333333,3
2013-06-05,1.29,2801,124,0,3.115,1.26166666666667,4.58,1
2013-06-06,1.29,2801.14,90,0,2.4425,2.34166666666667,0.328333333333333,1
2013-06-07,1.3,2801.25,73,0,18.01,2.345,6.765,3
2013-06-08,1.31,2801.41,102,0,14.5325,5.91333333333333,7.795,0
2013-06-09,1.32,2801.73,193,0,34.3375,12.4366666666667,12.1133333333333,4
2013-06-10,1.355,2802.375,276.5,0,10.33,11.1466666666667,11.5983333333333,5
2013-06-11,1.39,2803.02,360,0,36.245,31.345,23.4733333333333,10
2013-06-12,1.52,2805.28,1595,0,57.6475,19.9716666666667,31.29,8
2013-06-13,1.62,2806.69,1137,0,17.0575,13.7933333333333,11.9316666666667,9
2013-06-14,1.74,2808.37,1354,0,56.82,34.0933333333333,21.1166666666667,11
2013-06-15,1.35,2810.65,1836,0,50.63,44.1116666666667,39.5533333333333,12
2013-06-16,2.11,2813.76,2501,0,78.525,49.2083333333333,49.5683333333334,13
2013-06-17,2.435,2817.405,3210.5,0,49.51,26.3133333333333,31.0066666666667,15
2013-06-18,2.76,2821.05,3920,0,70.48,26.03,33.985,12
2013-06-19,2.98,2823.43,2498,0,17.265,7.51,6.32,10
2013-06-20,3.075,2825.09,1708.5,0,48.605,16.0933333333333,35.1083333333333,7
2013-06-21,3.17,2826.75,919,0,4.79,1.465,2.565,7
2013-06-22,3.24,2828.05,777,0,24.345,15.3066666666667,7.13666666666667,7
2013-06-23,3.32,2829.62,937,0,28.55,12.095,11.8066666666667,8
2013-06-24,3.41,2831.45,1091,0,43.995,25.975,16.1266666666667,16
2013-06-25,3.83,2836.75,4825,0,115.345,57.0616666666667,105.608333333333,20
2013-06-26,4.58,2843.95,8670,0,93.18,55.5083333333333,54.1433333333333,22
2013-06-27,5.77,2849.34,13831,0,66.5525,26.43,30.92,20
2013-06-28,6.55,2852.86,9083,0,21.28,7.27166666666667,8.03833333333333,17
2013-06-29,7.1,2854.87,5193,0,16.85,6.35333333333333,4.39833333333333,18
2013-06-30,7.56,2856.23,6507,0,0.6725,0.771666666666667,0.64,15
2013-07-01,7.765,2856.835,4440,591.5,4.5525,6.29833333333333,11.5133333333333,12
2013-07-02,7.97,2857.44,2373,1183,27.51,18.8966666666667,4.99833333333333,11
2013-07-03,7.7,2856.62,2195,5392,84.0275,30.0983333333333,48.64,20
2013-07-04,8,2857.52,9740,6200,151.3025,109.175,101.898333333333,20
2013-07-05,7.45,2855.9,9633,15650,95.25,45.8266666666667,19.5033333333333,21
2013-07-06,7.47,2855.95,11497,11600,40.995,33.2066666666667,12.0916666666667,20
2013-07-07,7.16,2855.04,8050,11600,79.7675,22.2366666666667,8.43166666666667,19
2013-07-08,7.335,2855.55,7535,7775,29.94,6.77833333333333,3.70166666666667,19
2013-07-09,7.51,2856.06,7020,3950,16.395,13.0466666666667,20.3316666666667,19
2013-07-10,7.82,2856.99,7158,3263,24.11,14.8616666666667,13.7683333333333,18
2013-07-11,7.78,2856.88,6238,6654,60.3125,32.95,14.4983333333333,18
2013-07-12,7.74,2856.76,6937,7492,49.84,36.1183333333333,16.5083333333333,21
2013-07-13,7.87,2857.15,11091,9548,48.0875,44.255,19.2116666666667,17
2013-07-14,7.33,2855.53,5748,12079,24.2125,18.0483333333333,10.5366666666667,18
2013-07-15,7.45,2855.885,6162.5,8165,17.955,7.45166666666667,13.175,18
2013-07-16,7.57,2856.24,6577,4251,26.7125,18.385,14.8183333333333,19
2013-07-17,7.71,2856.65,7533,5912,42.9525,31.8,25.085,18
2013-07-18,7.7,2856.64,6326,6350,35.975,32.7783333333333,24.5133333333333,21
2013-07-19,7.96,2857.41,11981,8950,94,63.3666666666667,57.1916666666667,23
2013-07-20,7.61,2856.38,18606,22625,92.385,86.0033333333333,80.1283333333333,23
2013-07-21,7.87,2857.15,20425,17394,77.865,60.0633333333333,48.285,23
2013-07-22,7.395,2855.735,16793,16347,41.225,37.615,20.36,22
2013-07-23,6.92,2854.32,13161,15300,36.295,34.045,18.7316666666667,20
2013-07-24,6.81,2854.01,9825,11025,40.9,44.3283333333333,35.8316666666667,22
2013-07-25,7.11,2854.88,13322,9900,57.7325,46.2916666666667,62.5883333333333,21
2013-07-26,7.14,2854.99,10345,9900,49.63,50.755,41.535,21
2013-07-27,7.15,2855.02,10032,9900,41.89,32.7116666666667,32.5433333333333,21
2013-07-28,7.17,2855.06,10071,9900,63.0425,26.4133333333333,30.7383333333333,21
2013-07-29,7.36,2855.62,10051.5,9900,49.38,27.5666666666667,29.975,21
2013-07-30,7.55,2856.18,10032,9900,6.78,8.595,1.49666666666667,15
2013-07-31,7.06,2854.75,4271,9858,40.97,16.0483333333333,63.7666666666667,18
2013-08-01,7.22,2855.21,6341,4525,68.6025,20.9833333333333,51.32,22
2013-08-02,7.95,2857.36,12836,4400,119.3225,48.6916666666667,89.4166666666667,21
2013-08-03,8.09,2857.79,10368,8669,55.0475,51.4666666666667,39.0433333333333,20
2013-08-04,8.04,2857.65,8967,9500,56.1325,29.875,13.65,20
2013-08-05,7.825,2857.01,8080,10708.5,53.53,11.1283333333333,7.14833333333333,19
2013-08-06,7.61,2856.37,7193,11917,34.2425,13.55,7.41333333333333,20
2013-08-07,7.86,2857.11,9113,6200,23.9875,19.2366666666667,3.21833333333333,19
2013-08-08,8.01,2857.55,7389,5650,24.3425,5.87166666666667,10.075,17
2013-08-09,7.97,2857.43,5477,5932,18.6825,5.06,2.82833333333333,15
2013-08-10,7.93,2857.32,4255,4671,9.4875,2.14333333333333,2.62,16
2013-08-11,8.05,2857.66,4855,3500,11.4275,2.30833333333333,8.77333333333333,15
2013-08-12,8.11,2857.84,4498.5,3555,15.585,4.83333333333333,5.47,15
2013-08-13,8.17,2858.02,4142,3610,14.445,1.47833333333333,0.746666666666667,15
2013-08-14,8.2,2858.12,4128,3713,26.815,9.83833333333333,9.36666666666667,15
2013-08-15,8.16,2858,4117,4564,4.555,2.385,1.69,14
2013-08-16,8.19,2858.07,3649,3353,18.2625,6.34833333333333,5.33666666666667,14
2013-08-17,8.2,2858.1,3441,3300,10.8275,4.84,1.515,13
2013-08-18,8.16,2858,3073,3442,16.9525,5.745,6.54166666666667,14
2013-08-19,8.175,2858.045,3414,3450,26.14,13.9966666666667,7.31666666666667,14
2013-08-20,8.19,2858.09,3755,3458,8.485,11.6566666666667,5.58666666666667,15
2013-08-21,8.28,2858.36,4069,2988,23.125,21.68,7.40166666666667,15
2013-08-22,8.27,2858.32,4320,4454,16.8625,13.395,4.25666666666667,15
2013-08-23,8.26,2858.28,4031,4164,16.1775,12.4233333333333,3.79,15
2013-08-24,8.19,2858.08,4015,4775,13.01,11.9183333333333,1.15,16
2013-08-25,8.29,2858.37,4942,3783,19.6975,5.52833333333333,5.825,15
2013-08-26,8.24,2858.23,3970.5,3575.5,4.0725,2.28666666666667,1.09166666666667,13
2013-08-27,8.19,2858.09,2999,3368,5.53,2.095,9.01166666666667,12
2013-08-28,8.2,2858.1,2645,2584,0.475,1.715,0,13
2013-08-29,8.29,2858.39,3020,1858,2.3,1.445,0,12
2013-08-30,8.33,2858.5,2684,2230,4.7125,0.356666666666667,2.81,11
2013-08-31,8.28,2858.36,1927,2451,1.36,0.275,0.006666666666667,11
2013-09-01,8.29,2858.38,2075,2010.5,5.2725,0.086666666666667,0.116666666666667,11
2013-09-02,8.3,2858.4,2223,1570,17.9625,6.195,0.355,10
2013-09-03,8.3,2858.4,1622,1600,1.2725,0.441666666666667,0.175,11
2013-09-04,8.32,2858.46,1857,1600,9.2975,3.405,1.92166666666667,11
2013-09-05,8.34,2858.52,1807,1550,3.6225,4.21333333333333,0.275,10
2013-09-06,8.35,2858.55,1641,1500,13.505,4.18666666666667,5.175,10
2013-09-07,8.35,2858.57,1685,1583,15.34,11.8416666666667,2.29166666666667,10
2013-09-08,8.33,2858.5,1578,1829,7.92,4.575,5.99333333333333,10
2013-09-09,8.335,2858.51,1626,2190.5,13.4125,14.9616666666667,3.10333333333333,10
2013-09-10,8.34,2858.52,1674,2552,1.0125,5.325,0.081666666666667,11
2013-09-11,8.38,2858.64,1993,1500,3.02,1.10666666666667,2.10833333333333,10
2013-09-12,8.39,2858.68,1681,1500,4.46,0.605,1.305,9
2013-09-13,8.38,2858.63,1457,1630,6.3575,8.295,8.37166666666667,9
2013-09-14,8.34,2858.53,1332,1700,29.5425,8.12,1.65833333333333,10
2013-09-15,8.35,2858.56,1579,1438,1.8625,11.1683333333333,1.25,10
2013-09-16,8.365,2858.595,1638,1419,39.955,7.935,10.7266666666667,10
2013-09-17,8.38,2858.63,1697,1400,11.54,2.89666666666667,7.17333333333333,10
2013-09-18,8.4,2858.69,1658,1400,34.6725,15.76,21.8016666666667,12
2013-09-19,8.35,2858.57,2490,2937,42.5825,30.1583333333333,30.2566666666667,15
2013-09-20,8.4,2858.69,3893,3400,24.435,20.035,32,19
2013-09-21,8.2,2858.11,7603,9852,38.1425,37.895,14.1883333333333,17
2013-09-22,8.24,2858.24,5057,4525,11.945,11.1833333333333,6.17333333333333,15
2013-09-23,8.265,2858.31,3847.5,3296,0.055,0.683333333333333,0.09,12
2013-09-24,8.29,2858.38,2638,2067,3.89,3.26,1.59833333333333,12
2013-09-25,8.39,2858.68,2648,1450,2.5925,0.713333333333333,2.55833333333333,10
2013-09-26,8.37,2858.6,1578,1950,0.915,0.698333333333333,0.408333333333333,9
2013-09-27,8.3,2858.4,1253,2013,0.2125,0.011666666666667,0.235,9
2013-09-28,8.27,2858.33,1399,1650,0,0,0.041666666666667,8
2013-09-29,8.23,2858.19,1125,1650,1.15,0.356666666666667,0.265,9
2013-09-30,8.19,2858.075,1201,1647.5,0.8025,0.443333333333333,0.37,9
2013-10-01,8.15,2857.96,1277,1645,27.295,13.775,11.2183333333333,12
2013-10-02,8.25,2858.25,2592,1433,17.1575,1.745,0.545,10
2013-10-03,8.26,2858.28,1703,1562,2.495,2.83666666666667,0.301666666666667,7
2013-10-04,8.2,2858.12,996,1600,0,0.001666666666667,0,10
2013-10-05,8.4,2858.69,1658,1400,0.065,0.175,0,8
2013-10-06,8.11,2857.86,1121,1450,11.62,4.87166666666667,4.34333333333333,8
2013-10-07,8.07,2857.735,1003.5,1450,9.255,4.60666666666667,2.32333333333333,7
2013-10-08,8.03,2857.61,886,1450,4.2675,0.16,0.848333333333333,8
2013-10-09,7.99,2857.49,1003,1450,0.8425,0.288333333333333,1.14166666666667,4
2013-10-10,7.88,2857.16,259,1529,3.7925,1.33333333333333,3.355,6
2013-10-11,7.79,2856.89,515,1550,0.08,0.003333333333333,2.14,5
2013-10-12,7.68,2856.58,358,1550,1.875,0.811666666666667,4.41333333333333,4
2013-10-13,7.57,2856.24,240,1550,17.0275,2.58833333333333,13.8716666666667,4
2013-10-14,7.455,2855.91,240.5,1550,0.6925,1.43,3.73166666666667,4
2013-10-15,7.34,2855.58,241,1550,1.1125,0.013333333333333,0.33,4
2013-10-16,7.23,2855.24,241,1550,5.12,6.07666666666667,6.17,4
2013-10-17,7.12,2854.91,280,1550,26.805,8.58166666666667,16.925,5
2013-10-18,7.01,2854.61,355,1550,9.4275,7.515,1.88833333333333,0
2013-10-19,6.89,2854.24,23,1450,17.635,3.375,8.52166666666667,9
2013-10-20,6.87,2854.18,1237,1450,46.7075,39.9916666666667,25.7166666666667,7
2013-10-21,6.815,2853.975,885,1375,0.1525,0.031666666666667,0.095,6
2013-10-22,6.76,2853.77,533,1300,3.17,2.795,1.81666666666667,6
2013-10-23,6.69,2853.49,600,1300,3.8825,3.57833333333333,12.1533333333333,7
2013-10-24,6.65,2853.28,831,1300,5.63,9.55666666666667,6.16,5
2013-10-25,6.56,2852.88,348,1350,0.525,2.71833333333333,0.24,6
2013-10-26,6.48,2852.54,502,1350,3.7375,0.406666666666667,1.88833333333333,5
2013-10-27,6.38333333333333,2852.10666666667,416,1350,0.0075,0.34,0.291666666666667,5
2013-10-28,6.28666666666667,2851.67333333333,330,1350,0.1125,0,0.041666666666667,4
2013-10-29,6.19,2851.24,244,1350,0,0,0.043333333333333,4
2013-10-30,6.09,2850.76,219,1429,3.405,1.72,0.01,4
