RCDATE,Present Storage(TMC),Reservoir Level(TMC),Inflow,Outflow,MADIKERI,SOMWARPET,VIRAJPET
2014-09-30,8.16,2858.005,896.5,1327.0,14.72,1.9466666666666665,6.298333333333333
2014-10-01,8.11,2857.86,638.0,1450.0,3.8175,1.2066666666666666,0.165
2014-10-02,8.26,2858.29,1695.0,0.0,2.7274999999999996,0.08333333333333333,0.25833333333333336
2014-10-03,8.26,2858.3,958.0,908.0,0.79,0.29833333333333334,0.0
2014-10-04,8.17,2858.03,353.0,1400.0,4.5075,4.2683333333333335,3.0483333333333333
2014-10-05,8.17,2858.75,353.0,1400.0,2.5125,1.9283333333333335,4.09
2014-10-06,8.0,2857.53,578.0,1788.0,17.5625,5.415,46.165
2014-10-07,7.915,2857.275,486.0,1594.0,18.7225,4.496666666666667,1.9383333333333332
2014-10-08,7.83,2857.02,394.0,1400.0,1.9175,3.6533333333333338,3.761666666666667
2014-10-09,7.72,2856.69,120.0,1400.0,0.55,1.2233333333333332,14.19
2014-10-10,7.62,2856.4,169.0,1292.0,1.2449999999999999,2.615,9.953333333333333
2014-10-11,7.58,2856.27,611.0,1108.0,11.3075,10.12,3.1033333333333335
2014-10-12,7.62,2856.4,1521.0,1000.0,6.787500000000001,4.873333333333334,0.6116666666666667
2014-10-13,7.61,2856.36,831.0,975.0,1.675,0.61,3.9233333333333333
2014-10-14,7.52,2856.0950000000003,501.5,1253.0,0.0,0.0,0.0
2014-10-15,7.43,2855.83,172.0,1531.0,0.0775,0.0,0.0016666666666666668
2014-10-16,7.29,2855.41,11.0,1644.0,6.265,1.04,3.06
2014-10-17,7.16,2855.03,124.0,1600.0,0.22,0.085,0.030000000000000002
2014-10-18,7.02,2854.63,46.0,1600.0,17.197499999999998,3.396666666666667,4.383333333333334
2014-10-19,6.88,2854.22,57.0,1650.0,6.7075000000000005,2.0383333333333336,1.075
2014-10-20,6.77,2853.82,187.0,1500.0,4.2325,7.993333333333332,1.64
2014-10-21,6.67,2853.365,265.0,1559.5,6.449999999999999,5.3549999999999995,0.8166666666666668
2014-10-22,6.57,2852.91,343.0,1619.0,0.4875,0.7366666666666665,0.46833333333333343
2014-10-23,6.45,2852.38,271.0,1625.0,0.0,0.13166666666666668,0.0
2014-10-24,6.33,2851.87,323.0,1625.0,3.5524999999999998,10.701666666666668,1.9783333333333335
2014-10-25,6.24,2851.44,409.0,1505.0,15.497499999999999,1.7250000000000003,4.7316666666666665
2014-10-26,6.16,2851.07,621.0,1562.0,7.6175,14.290000000000001,13.631666666666666
2014-10-27,6.05,2850.59,325.0,1550.0,0.41000000000000003,0.15,0.705
2014-10-28,5.57,2850.125,363.0,1550.0,6.255,4.673333333333334,9.776666666666666
2014-10-29,5.09,2849.66,401.0,1550.0,4.8425,1.9166666666666667,5.4750000000000005
2014-10-30,4.97,2849.11,143.0,1550.0,0.075,0.03333333333333333,0.016666666666666666
2014-10-31,4.83,2848.5,40.0,1600.0,0.0,0.043333333333333335,0.08666666666666667
2015-06-01,1.47,2804.5,100.0,0.0,6.335,21.65166666666667,0.0
2015-06-02,1.47,2804.56,59.0,0.0,0.98,0.2633333333333333,0.16166666666666665
2015-06-03,1.48,2804.64,77.0,0.0,14.565,3.3633333333333333,31.87666666666667
2015-06-04,1.49,2804.75,101.0,0.0,12.190000000000001,4.523333333333333,6.3450000000000015
2015-06-05,1.5,2804.88,115.0,0.0,35.7575,18.628333333333334,16.176666666666666
2015-06-06,1.51,2805.1,188.0,0.0,2.5774999999999997,10.909999999999998,1.3499999999999999
2015-06-07,1.52,2805.24,124.0,0.0,0.0,1.6366666666666667,0.011666666666666667
2015-06-08,1.53,2805.33,84.0,0.0,3.88,1.1316666666666666,7.501666666666668
2015-06-09,1.53,2805.4,70.0,0.0,4.7025,0.575,2.4983333333333335
2015-06-10,1.54,2805.505,94.0,0.0,12.925,6.828333333333334,5.401666666666667
2015-06-11,1.55,2805.61,118.0,0.0,0.0925,0.0,0.0
2015-06-12,1.56,2805.73,110.0,0.0,9.6675,0.7983333333333333,0.9283333333333333
2015-06-13,1.56,2805.86,119.0,0.0,12.049999999999999,4.073333333333333,2.9800000000000004
2015-06-14,1.58,2806.03,151.0,0.0,17.685000000000002,10.626666666666665,11.520000000000001
2015-06-15,1.6,2806.31,236.0,0.0,6.3675,1.1616666666666668,6.766666666666667
2015-06-16,1.62,2806.65,285.0,0.0,14.2325,12.964999999999998,5.8566666666666665
2015-06-17,1.6400000000000001,2806.955,332.0,0.0,15.7975,8.19,8.481666666666667
2015-06-18,1.66,2807.26,379.0,0.0,14.09,9.926666666666668,12.87
2015-06-19,1.7,2807.83,464.0,0.0,32.339999999999996,24.998333333333335,17.653333333333332
2015-06-20,1.9,2810.77,2362.0,0.0,97.285,82.91999999999999,70.41333333333334
2015-06-21,2.11,2813.76,2399.0,0.0,95.9175,71.12666666666667,74.21833333333335
2015-06-22,2.34,2816.35,2654.0,0.0,100.4325,61.06666666666666,105.13833333333332
2015-06-23,2.56,2818.79,2556.0,0.0,75.6375,41.89333333333334,108.35166666666667
2015-06-24,2.7800000000000002,2821.2200000000003,2446.5,0.0,92.3675,35.24333333333333,83.28166666666667
2015-06-25,3.0,2823.65,2337.0,0.0,78.2925,31.241666666666664,62.46
2015-06-26,3.16,2826.44,1811.0,0.0,122.035,97.98666666666668,84.455
2015-06-27,3.49,2833.04,3905.0,0.0,79.83500000000001,21.811666666666667,61.29833333333334
2015-06-28,3.65,2835.04,1809.0,0.0,14.372499999999999,2.8000000000000003,2.64
2015-06-29,3.76,2836.08,1292.0,0.0,7.16,4.028333333333333,0.3583333333333334
2015-06-30,3.86,2837.06,1184.0,0.0,14.705,3.5916666666666663,5.338333333333334
2015-07-01,3.9299999999999997,2837.7200000000003,951.0,0.0,1.6099999999999999,1.3150000000000002,0.10166666666666668
2015-07-02,4.0,2838.38,718.0,0.0,6.15,1.7883333333333333,0.2733333333333333
2015-07-03,4.06,2838.95,670.0,0.0,6.1375,3.2983333333333333,4.935
2015-07-04,4.11,2839.5,694.0,0.0,11.447500000000002,1.7433333333333334,2.93
2015-07-05,4.17,2840.06,682.0,0.0,13.4925,1.096666666666667,0.8533333333333334
2015-07-06,4.23,2840.6,658.0,0.0,5.8575,1.2683333333333333,0.33
2015-07-07,4.28,2841.1,610.0,0.0,1.4175,1.5850000000000002,0.1516666666666667
2015-07-08,4.365,2841.89,888.0,0.0,9.9225,29.235,0.7983333333333333
2015-07-09,4.45,2842.68,1166.0,0.0,42.9925,14.478333333333333,9.051666666666668
2015-07-10,4.6,2844.08,1805.0,0.0,20.9625,10.568333333333333,3.448333333333333
2015-07-11,5.05,2846.12,5262.0,0.0,42.3575,15.736666666666666,3.785
2015-07-12,5.5,2848.11,5133.0,0.0,24.58,14.613333333333335,2.7633333333333336
2015-07-13,5.84,2849.66,4000.0,0.0,10.0325,1.4433333333333334,3.4849999999999994
2015-07-14,6.09,2850.77,2867.0,0.0,6.682499999999999,1.375,0.2933333333333334
2015-07-15,6.29,2851.66,2648.0,0.0,23.9375,4.691666666666667,6.243333333333332
2015-07-16,6.49,2852.55,2429.0,0.0,9.370000000000001,4.8566666666666665,3.4933333333333327
2015-07-17,6.72,2853.58,2661.0,0.0,27.76,17.97,3.6983333333333337
2015-07-18,7.33,2855.53,7082.0,0.0,67.6725,30.253333333333334,28.486666666666665
2015-07-19,7.83,2857.01,10253.0,4453.0,41.707499999999996,27.99333333333333,14.76
2015-07-20,7.71,2856.67,9253.0,10581.0,62.28,34.800000000000004,24.06833333333334
2015-07-21,7.54,2856.16,5281.0,7275.0,35.5625,15.280000000000001,4.548333333333333
2015-07-22,7.654999999999999,2856.505,4790.5,5687.5,14.4675,8.883333333333333,3.355
2015-07-23,7.77,2856.85,4300.0,4100.0,26.185000000000002,6.503333333333333,14.951666666666666
2015-07-24,7.73,2856.73,2684.0,3150.0,16.1375,6.403333333333333,12.108333333333334
2015-07-25,7.78,2856.87,1167.0,2760.0,9.482500000000002,2.223333333333333,4.408333333333333
2015-07-26,7.89,2857.21,2486.0,1150.0,14.84,11.698333333333332,8.908333333333331
2015-07-27,7.95,2857.37,2234.0,1600.0,19.4475,8.001666666666665,5.01
2015-07-28,7.99,2857.48,2338.0,1900.0,19.38,10.920000000000002,5.153333333333333
2015-07-29,7.93,2857.315,1750.0,1702.0,1.4224999999999999,1.3266666666666664,0.16333333333333333
2015-07-30,7.87,2857.15,1162.0,1504.0,0.0325,0.006666666666666667,0.006666666666666667
2015-07-31,7.87,2857.13,998.0,1066.0,5.852499999999999,2.061666666666667,0.48166666666666663
2015-08-01,7.92,2857.28,1618.0,1020.0,4.555,1.9866666666666666,3.2083333333333335
2015-08-02,7.94,2857.33,1652.0,1442.0,10.142499999999998,8.458333333333332,1.23
2015-08-03,7.92,2857.27,1276.0,1500.0,7.654999999999999,0.7699999999999999,0.053333333333333344
2015-08-04,7.95,2857.38,1942.0,1500.0,30.25,9.604999999999999,5.091666666666666
2015-08-05,7.984999999999999,2857.48,2192.5,1575.0,24.9375,7.759999999999999,6.465000000000001
2015-08-06,8.02,2857.58,2443.0,1650.0,41.455,20.971666666666668,11.503333333333332
2015-08-07,8.25,2858.26,4369.0,1700.0,33.925,29.453333333333333,7.97
2015-08-08,8.5,2859.0,5813.0,2908.0,27.615000000000002,22.011666666666667,6.128333333333333
2015-08-09,8.32,2858.48,3392.0,5400.0,22.415,6.971666666666667,3.133333333333333
2015-08-10,8.17,2858.03,2497.0,4254.0,25.9,11.768333333333333,11.905000000000001
2015-08-11,8.18,2858.04,2745.0,2700.0,25.645,10.348333333333334,6.033333333333332
2015-08-12,8.27,2858.315,4043.5,3586.5,21.585,14.211666666666666,7.628333333333333
2015-08-13,8.36,2858.59,5342.0,4473.0,34.29,18.45,8.049999999999999
2015-08-14,8.13,2857.91,3448.0,4200.0,15.65,15.015,2.228333333333333
2015-08-15,8.19,2858.08,5663.0,5050.0,11.8625,2.405,1.2916666666666667
2015-08-16,8.22,2858.16,4586.0,4443.0,20.825000000000003,1.905,9.230000000000002
2015-08-17,8.21,2858.14,3229.0,3650.0,5.0,1.1083333333333334,1.2983333333333331
2015-08-18,8.13,2857.91,2542.0,3278.0,4.2475,13.643333333333336,13.63833333333333
2015-08-19,8.045,2857.66,2547.5,3261.5,13.34,19.948333333333334,4.913333333333333
2015-08-20,7.96,2857.41,2553.0,3245.0,0.46499999999999997,3.166666666666666,0.11166666666666668
2015-08-21,7.88,2857.16,2075.0,3050.0,1.8225000000000002,2.3249999999999997,0.19333333333333336
2015-08-22,7.76,2856.81,1287.0,3090.0,9.295,15.589999999999998,10.836666666666666
2015-08-23,7.62,2856.41,1200.0,3167.0,16.0425,16.546666666666667,9.613333333333333
2015-08-24,7.45,2855.91,1382.0,3240.0,13.175,1.5833333333333333,7.43
2015-08-25,7.22,2855.22,750.0,3025.0,7.99,1.42,2.486666666666667
2015-08-26,7.105,2854.885,776.0,2535.5,4.535,0.81,1.325
2015-08-27,6.99,2854.55,802.0,2046.0,12.277500000000002,4.603333333333333,0.6599999999999999
2015-08-28,6.93,2854.37,2100.0,2795.0,9.4475,3.9683333333333337,3.2416666666666667
2015-08-29,6.81,2854.0,612.0,2051.0,0.195,0.17166666666666666,0.013333333333333334
2015-08-30,6.77,2853.82,2250.0,2700.0,3.0425000000000004,1.5716666666666665,1.9766666666666666
2015-08-31,6.71,2853.57,2125.0,2756.0,1.7225,1.5433333333333332,1.4733333333333334
2015-09-01,6.67,2853.4,2476.0,2900.0,1.88,0.16166666666666668,0.6216666666666667
2015-09-02,6.615,2853.135,2216.0,2807.5,0.335,0.2683333333333333,0.9783333333333334
2015-09-03,6.56,2852.87,1956.0,2715.0,0.4475,0.0,7.141666666666666
2015-09-04,6.45,2852.38,951.0,2176.0,5.1275,0.6033333333333334,0.06166666666666667
2015-09-05,6.35,2851.95,1197.0,2292.0,2.895,2.223333333333333,0.04666666666666667
2015-09-06,6.27,2851.57,1455.0,2421.0,22.894999999999996,12.090000000000002,21.786666666666665
2015-09-07,6.23,2851.42,2639.0,3013.0,8.5925,10.011666666666665,8.885
2015-09-08,6.28,2851.62,2217.0,2700.0,74.21000000000001,27.373333333333335,26.685
2015-09-09,6.26,2851.5299999999997,2719.5,2300.0,2.5974999999999997,1.8366666666666667,5.818333333333334
2015-09-10,6.24,2851.44,3222.0,1900.0,4.585,2.918333333333333,5.21
2015-09-11,6.17,2851.14,1194.0,1997.0,7.24,8.278333333333334,9.653333333333334
2015-09-12,6.12,2850.89,1066.0,1733.0,1.3625000000000003,0.45,1.8949999999999998
2015-09-13,6.05,2850.6,916.0,1653.0,0.8175,0.06166666666666667,1.6816666666666669
2015-09-14,5.97,2850.22,1052.0,2021.0,2.5250000000000004,0.7849999999999998,0.8216666666666667
2015-09-15,5.87,2849.79,802.0,1900.0,1.055,1.82,1.21
2015-09-16,5.805,2849.505,920.5,1800.0,23.97,9.555,7.591666666666666
2015-09-17,5.74,2849.22,1039.0,1700.0,10.4,2.7099999999999995,3.3433333333333337
2015-09-18,5.74,2849.22,1039.0,1700.0,0.11499999999999999,0.12500000000000003,0.11333333333333333
2015-09-19,5.6,2848.55,885.0,1700.0,13.072500000000002,5.11,4.1066666666666665
2015-09-20,5.51,2848.18,2494.0,3447.0,5.9225,1.2149999999999999,10.930000000000001
2015-09-21,5.35,2847.44,686.0,2593.0,3.6675000000000004,2.966666666666667,3.301666666666667
2015-09-22,5.17,2846.64,384.0,2439.0,0.3675,0.47,0.305
2015-09-23,4.965,2845.71,570.0,2558.5,0.015,0.09833333333333333,0.04666666666666666
2015-09-24,4.76,2844.78,756.0,2678.0,4.3825,1.6633333333333333,2.098333333333333
2015-09-25,4.56,2843.81,537.0,3569.0,13.202499999999999,11.821666666666667,26.511666666666667
2015-09-26,4.43,2842.56,3505.0,4997.0,2.2874999999999996,1.7283333333333333,0.08166666666666667
2015-09-27,4.28,2841.08,1400.0,3950.0,2.1574999999999998,0.365,0.13166666666666668
2015-09-28,4.13,2839.62,1500.0,3900.0,28.8175,26.041666666666668,19.896666666666665
2015-09-29,4.03,2838.67,1114.0,2247.0,17.5275,2.611666666666667,18.121666666666666
2015-09-30,3.93,2837.69,925.5,2064.5,23.7725,23.888333333333332,12.905000000000001
2015-10-01,3.83,2836.71,737.0,1882.0,21.15,2.1616666666666666,4.585
2015-10-02,3.76,2836.13,1080.0,1760.0,5.655,8.190000000000001,6.878333333333333
2015-10-03,3.73,2835.78,1538.0,1950.0,1.56,1.803333333333333,5.391666666666667
2015-10-04,3.69,2835.37,1676.0,2150.0,9.3,3.5416666666666665,10.848333333333334
2015-10-05,3.66,2835.09,1887.0,2210.0,21.697499999999998,14.908333333333331,3.231666666666667
2015-10-06,3.65,2835.04,1995.0,2045.0,15.745000000000001,6.400000000000001,30.355
2015-10-07,3.63,2834.8599999999997,1881.0,2091.5,9.065000000000001,2.5849999999999995,7.203333333333333
2015-10-08,3.61,2834.68,1767.0,2138.0,8.4675,1.3866666666666667,11.566666666666668
2015-10-09,3.55,2834.08,1312.0,2026.0,20.305,5.655,11.328333333333333
2015-10-10,3.52,2833.61,1574.0,1890.0,5.495,1.9666666666666668,4.371666666666667
2015-10-11,3.5,2833.17,1663.0,1913.0,4.0649999999999995,2.436666666666666,2.1616666666666666
2015-10-12,3.48,2832.79,1710.0,1925.0,6.4350000000000005,8.616666666666667,2.19
2015-10-13,3.47,2832.49,1773.0,1940.0,4.6850000000000005,0.25999999999999995,0.6433333333333332
2015-10-14,3.435,2831.87,1646.5,1910.0,2.72,0.47333333333333333,0.011666666666666665
2015-10-15,3.4,2831.25,1520.0,1880.0,0.0975,0.0,0.03
2015-10-16,3.37,2830.58,1514.0,1879.0,0.0,0.0,0.03
2015-10-17,3.33,2829.77,1371.0,1840.0,0.0975,0.07833333333333334,2.62
2015-10-18,3.29,2829.08,1466.0,1864.0,0.10500000000000001,0.5366666666666666,0.0016666666666666668
2015-10-19,3.25,2828.35,1434.0,1856.0,0.005,0.05333333333333334,0.0
2015-10-20,3.21,2827.54,1231.0,1700.0,0.0975,0.008333333333333333,0.0
2015-10-21,3.17,2826.76,1241.0,1700.0,4.8325000000000005,0.38999999999999996,0.0
2015-10-22,3.13,2825.98,1251.0,1700.0,0.8099999999999999,1.03,0.0
2015-10-23,3.09,2825.17,1233.0,1700.0,0.10500000000000001,0.0,0.056666666666666664
2015-10-24,3.05,2824.38,1245.0,1700.0,0.0325,0.021666666666666667,0.04
2015-10-25,2.98,2823.46,923.0,1700.0,0.04,0.016666666666666666,0.0
2015-10-26,2.9,2822.5,707.0,1700.0,0.0975,0.0,0.0
2015-10-27,2.8,2821.43,492.0,1600.0,0.0,0.0,0.0
2015-10-28,2.695,2820.255,450.0,1600.0,9.8925,0.09833333333333334,10.714999999999998
2015-10-29,2.59,2819.08,408.0,1600.0,19.9225,24.831666666666663,3.733333333333333
2015-10-30,2.5,2818.12,606.0,1600.0,12.7025,2.8066666666666666,0.8149999999999998
2015-10-31,2.4,2817.05,494.0,1600.0,11.4925,0.695,12.899999999999999
2016-06-01,1.05,2796.13,98.0,0.0,3.3899999999999997,2.0233333333333334,0.0
2016-06-02,1.06,2796.42,179.0,0.0,2.3225000000000002,1.5666666666666667,8.845
2016-06-03,1.065,2796.505,116.0,0.0,5.867500000000001,9.648333333333335,7.378333333333334
2016-06-04,1.07,2796.59,53.0,0.0,1.3499999999999999,1.8399999999999999,0.40166666666666667
2016-06-05,1.07,2796.6,20.0,0.0,2.8025,1.5283333333333333,1.8183333333333334
2016-06-06,1.07,2796.63,31.0,0.0,8.252500000000001,8.126666666666667,6.276666666666667
2016-06-07,1.08,2796.79,106.0,0.0,2.02,0.5183333333333333,5.596666666666667
2016-06-08,1.08,2796.79,163.0,0.0,4.6975,5.148333333333333,4.416666666666667
2016-06-09,1.1,2797.25,125.0,0.0,45.495000000000005,28.483333333333334,34.083333333333336
2016-06-10,1.125,2797.74,199.5,0.0,36.8875,11.238333333333335,20.70333333333333
2016-06-11,1.15,2798.23,274.0,0.0,24.080000000000002,14.17,20.683333333333337
2016-06-12,1.19,2798.98,441.0,0.0,6.655,6.058333333333334,3.3733333333333335
2016-06-13,1.21,2799.41,258.0,0.0,21.977500000000003,6.77,12.015
2016-06-14,1.24,2800.07,390.0,0.0,14.377500000000001,8.771666666666668,10.663333333333334
2016-06-15,1.27,2800.63,334.0,0.0,5.075,0.9583333333333334,2.8716666666666666
2016-06-16,1.29,2800.95,193.0,0.0,3.7575000000000003,2.728333333333333,2.525
2016-06-17,1.3250000000000002,2801.74,459.5,0.0,21.549999999999997,3.5416666666666665,6.010000000000001
2016-06-18,1.36,2802.53,726.0,0.0,11.71,1.8999999999999997,0.39833333333333326
2016-06-19,1.43,2803.78,723.0,0.0,32.765,5.989999999999999,9.103333333333333
2016-06-20,1.49,2804.83,800.0,0.0,13.15,2.0900000000000003,2.9683333333333333
2016-06-21,1.54,2805.55,586.0,0.0,11.8175,4.083333333333333,6.006666666666668
2016-06-22,1.61,2806.46,739.0,0.0,12.555,6.056666666666666,3.5450000000000004
2016-06-23,1.68,2807.53,867.0,0.0,43.1875,11.051666666666668,17.926666666666666
2016-06-24,1.8399999999999999,2809.83,1103.0,0.0,20.2875,11.761666666666665,4.7683333333333335
2016-06-25,2.0,2812.13,1339.0,0.0,21.339999999999996,5.453333333333333,10.625
2016-06-26,2.11,2813.73,1291.0,0.0,13.345,8.665,4.725
2016-06-27,2.24,2815.22,1503.0,0.0,52.5925,36.69166666666667,35.931666666666665
2016-06-28,2.56,2818.79,3742.0,0.0,56.4875,36.14833333333333,30.865000000000006
2016-06-29,3.06,2824.54,6018.0,0.0,167.38,109.12166666666667,108.945
2016-06-30,3.42,2831.6,4177.0,0.0,79.16749999999999,75.22833333333334,38.556666666666665
2016-07-01,3.82,2836.06,4423.0,0.0,50.942499999999995,50.06166666666667,27.50833333333333
2016-07-02,4.22,2840.52,4669.0,0.0,27.25,28.916666666666668,25.18166666666667
2016-07-03,4.41,2842.35,2206.0,0.0,26.66,23.89,16.021666666666665
2016-07-04,4.66,2844.34,2399.0,0.0,39.662499999999994,27.02,13.988333333333332
2016-07-05,5.25,2847.0,6860.0,0.0,55.8575,19.188333333333333,39.68666666666667
2016-07-06,5.67,2848.88,4851.0,0.0,19.027500000000003,14.041666666666666,11.021666666666667
2016-07-07,6.06,2850.65,4568.0,0.0,34.2625,21.968333333333334,17.766666666666666
2016-07-08,6.369999999999999,2852.0299999999997,4761.5,812.0,8.397499999999999,11.968333333333334,6.836666666666666
2016-07-09,6.68,2853.41,4955.0,1624.0,15.6375,13.651666666666666,7.866666666666666
2016-07-10,7.04,2854.68,4693.0,1500.0,61.769999999999996,40.35833333333333,31.286666666666665
2016-07-11,7.92,2857.27,15223.0,5072.0,62.205000000000005,56.83166666666667,26.588333333333335
2016-07-12,7.97,2857.43,5070.0,4435.0,23.4825,23.405,11.011666666666665
2016-07-13,8.07,2857.74,5851.0,4635.0,26.132499999999997,20.813333333333336,20.521666666666665
2016-07-14,7.85,2857.08,843.0,3420.0,8.8925,10.393333333333333,11.551666666666668
2016-07-15,7.95,2857.37,2230.5,2810.0,25.14,5.484999999999999,9.451666666666666
2016-07-16,8.05,2857.66,3618.0,2200.0,14.83,4.545000000000001,9.545
2016-07-17,8.11,2857.86,3142.0,2350.0,13.682500000000001,3.516666666666667,9.681666666666667
2016-07-18,8.17,2858.01,3513.0,2917.0,7.7875,1.0533333333333335,6.949999999999999
2016-07-19,8.13,2857.9,2577.0,3000.0,16.1375,1.495,7.783333333333332
2016-07-20,8.09,2857.79,2556.0,2979.0,7.5925,2.1333333333333333,1.9849999999999997
2016-07-21,8.16,2857.99,3542.0,2750.0,25.314999999999998,11.261666666666668,6.841666666666668
2016-07-22,8.16,2857.9849999999997,4255.0,4403.5,29.4225,19.221666666666664,20.39166666666667
2016-07-23,8.16,2857.98,4968.0,6057.0,18.54,7.771666666666667,7.566666666666666
2016-07-24,8.23,2858.21,5656.0,4747.0,22.9925,3.921666666666667,4.108333333333333
2016-07-25,8.24,2858.24,4873.0,4747.0,5.095,2.5883333333333334,11.615
2016-07-26,8.18,2858.04,3980.0,4747.0,0.3025,0.0033333333333333335,2.44
2016-07-27,8.14,2857.93,3176.0,3604.0,5.82,0.065,11.82
2016-07-28,8.13,2857.9,2558.0,2667.0,11.4025,7.32,8.318333333333333
2016-07-29,8.105,2857.83,2289.0,2583.5,15.825,30.523333333333337,3.31
2016-07-30,8.08,2857.76,2020.0,2500.0,6.807499999999999,3.2100000000000004,1.9316666666666666
2016-07-31,8.06,2857.71,2312.0,2500.0,27.200000000000003,12.875,10.988333333333335
2016-08-01,8.04,2857.64,2234.0,2500.0,7.102500000000001,10.646666666666667,6.8616666666666655
2016-08-02,8.03,2857.62,2430.0,2500.0,9.15,20.385,9.15
2016-08-03,8.03,2857.6,2429.0,2500.0,27.072499999999998,20.616666666666667,18.944999999999997
2016-08-04,8.1,2857.82,3070.0,2200.0,17.517500000000002,18.585,13.316666666666668
2016-08-05,8.09,2857.79,3590.5,4170.0,36.47,27.74,14.421666666666667
2016-08-06,8.08,2857.76,4111.0,6140.0,19.564999999999998,20.294999999999998,11.083333333333334
2016-08-07,8.1,2857.81,2904.0,2700.0,26.65,20.24,10.181666666666667
2016-08-08,8.16,2857.98,4606.0,3940.0,17.5525,15.885,4.3999999999999995
2016-08-09,8.1,2857.83,3885.0,4465.0,16.365,10.491666666666667,4.45
2016-08-10,7.91,2857.26,2975.0,5200.0,24.9975,18.28333333333333,7.003333333333334
2016-08-11,8.05,2857.66,5597.0,4023.0,7.01,5.0249999999999995,1.6466666666666667
2016-08-12,8.100000000000001,2857.805,5479.5,4316.5,18.315,6.053333333333334,2.1616666666666666
2016-08-13,8.15,2857.95,5362.0,4610.0,14.7425,14.846666666666666,3.116666666666667
2016-08-14,8.07,2857.73,4690.0,5544.0,11.5,8.021666666666667,3.69
2016-08-15,8.08,2857.75,5152.0,5544.0,19.39,8.491666666666667,6.308333333333334
2016-08-16,8.21,2858.13,7643.0,6148.0,35.0575,21.49333333333333,6.63
2016-08-17,8.05,2857.68,7275.0,9016.0,22.2825,18.666666666666668,3.8200000000000003
2016-08-18,7.88,2857.16,7003.0,9031.0,52.9725,14.530000000000001,8.643333333333333
2016-08-19,7.895,2857.205,6314.5,7324.5,30.812499999999996,6.6049999999999995,3.576666666666666
2016-08-20,7.91,2857.25,5626.0,5618.0,5.7725,1.19,3.5116666666666667
2016-08-21,7.94,2857.34,4760.0,4400.0,0.6325000000000001,0.8433333333333333,0.7766666666666667
2016-08-22,7.85,2857.09,3429.0,4400.0,14.0725,4.175,3.4666666666666663
2016-08-23,7.77,2856.85,1772.0,2704.0,10.094999999999999,2.645,3.8216666666666668
2016-08-24,7.85,2857.08,3037.0,2129.0,24.5625,9.193333333333333,5.3
2016-08-25,7.85,2857.07,3039.0,3070.0,7.08,3.4316666666666666,1.825
2016-08-26,7.765,2856.83,2351.5,2935.0,11.265,1.2883333333333333,2.7816666666666663
2016-08-27,7.68,2856.59,1664.0,2800.0,9.5525,7.303333333333335,3.2483333333333335
2016-08-28,7.58,2856.29,1441.0,2608.0,13.604999999999999,5.308333333333334,9.813333333333334
2016-08-29,7.5,2856.03,1542.0,2591.0,10.3925,2.5666666666666664,2.0566666666666666
2016-08-30,7.4,2855.75,1097.0,2500.0,9.665,2.1716666666666664,6.5633333333333335
2016-08-31,7.32,2855.52,1611.0,2500.0,10.1625,1.33,2.4133333333333336
2016-09-01,7.24,2855.28,1571.0,2500.0,7.02,1.5666666666666667,5.876666666666666
2016-09-02,7.115,2854.905,1120.5,2500.0,3.4575000000000005,0.5466666666666667,9.588333333333333
2016-09-03,6.99,2854.53,670.0,2500.0,4.28,2.686666666666667,2.766666666666667
2016-09-04,6.98,2854.51,797.0,2275.0,2.4225,2.4483333333333337,2.815
2016-09-05,6.77,2853.82,921.0,1962.0,0.4975,1.5716666666666665,0.5366666666666667
2016-09-06,6.75,2853.73,1681.0,1900.0,0.5025000000000001,3.328333333333333,0.7400000000000001
2016-09-07,6.7,2853.52,2069.0,2598.0,10.5025,4.21,2.8683333333333336
2016-09-08,6.47,2852.5,1286.0,3900.0,1.92,2.276666666666667,2.295
2016-09-09,6.234999999999999,2851.435,1273.0,3900.0,2.135,0.024999999999999998,0.7116666666666666
2016-09-10,6.0,2850.37,1260.0,3900.0,1.52,0.25333333333333335,0.6433333333333333
2016-09-11,5.76,2849.3,1157.0,3900.0,0.7575000000000001,0.024999999999999998,0.5516666666666666
2016-09-12,5.51,2848.15,951.0,3900.0,1.63,0.61,0.24500000000000002
2016-09-13,5.21,2846.83,513.0,3900.0,2.2975,0.9483333333333333,0.3266666666666667
2016-09-14,4.93,2845.58,694.0,3900.0,15.475,3.185,3.8433333333333337
2016-09-15,4.67,2844.38,822.0,3900.0,10.8,12.229999999999999,2.123333333333333
2016-09-16,4.585,2843.8050000000003,2029.0,3900.0,13.64,10.473333333333334,11.986666666666666
2016-09-17,4.5,2843.23,3236.0,3900.0,8.239999999999998,8.476666666666667,5.555
2016-09-18,4.45,2842.71,1784.0,2400.0,1.355,2.8616666666666664,0.22
2016-09-19,4.38,2842.02,1480.0,2400.0,6.37,5.04,0.7000000000000001
2016-09-20,4.3,2841.32,1570.0,2400.0,5.2725,1.0083333333333335,1.6866666666666665
2016-09-21,4.3,2841.24,1330.0,1415.0,7.6275,2.0733333333333337,1.0283333333333333
2016-09-22,4.36,2841.82,1185.0,500.0,8.6625,3.1933333333333334,1.5233333333333334
2016-09-23,4.470000000000001,2842.9,1440.0,250.0,16.6125,2.6633333333333336,1.72
2016-09-24,4.58,2843.98,1695.0,0.0,32.6275,17.44333333333333,10.344999999999999
