RCDATE,Present Storage(TMC),Reservoir Level(TMC),Inflow,Outflow,MADIKERI,SOMWARPET,VIRAJPET
2016-09-25,5.13,2846.44,6317.0,0.0,16.165,9.836666666666666,4.008333333333333
2016-09-26,5.55,2848.34,4902.0,0.0,13.61,8.701666666666666,1.835
2016-09-27,5.94,2850.12,4593.0,0.0,13.3,2.03,1.5983333333333334
2016-09-28,6.24,2851.45,3434.0,0.0,2.8499999999999996,0.4833333333333334,0.03333333333333333
2016-09-29,6.48,2852.52,2765.0,0.0,4.47,1.1233333333333333,0.4633333333333333
2016-09-30,6.675000000000001,2853.3450000000003,2836.5,0.0,3.1275,3.3333333333333335,0.035
2016-10-01,6.87,2854.17,2908.0,0.0,1.82,0.21166666666666667,2.7916666666666665
2016-10-02,7.08,2854.79,2438.0,0.0,0.11000000000000001,0.01,0.12666666666666668
2016-10-03,7.27,2855.35,2203.0,0.0,0.0275,0.0033333333333333335,0.1366666666666667
2016-10-04,7.1,2854.85,345.0,2292.0,0.5,0.2333333333333333,0.045000000000000005
2016-10-05,6.44,2852.35,930.0,5500.0,0.17,0.0,0.16
2016-10-06,5.87,2849.77,1155.0,5500.0,0.09,0.0,0.6549999999999999
2016-10-07,5.45,2847.885,701.5,5500.0,0.115,0.04,0.04
2016-10-08,5.03,2846.0,248.0,5500.0,1.15,0.18833333333333332,0.06333333333333334
2016-10-09,4.56,2843.83,134.0,5500.0,3.0825000000000005,0.7183333333333334,1.865
2016-10-10,4.32,2841.52,125.0,5500.0,1.0875,0.6416666666666667,0.32166666666666666
2016-10-11,4.25,2840.8,261.0,1670.0,0.8275,0.20000000000000004,0.13333333333333333
2016-10-12,4.25,2840.77,350.0,562.0,2.1350000000000002,0.32333333333333336,0.5233333333333332
2016-10-13,4.29,2841.16,369.0,0.0,4.7575,3.453333333333333,1.4533333333333334
2016-10-14,4.335,2841.62,375.5,0.0,8.72,2.686666666666667,6.946666666666666
2016-10-15,4.38,2842.08,382.0,0.0,27.729999999999997,4.411666666666666,1.3050000000000002
2016-10-16,4.42,2842.48,470.0,0.0,0.11250000000000002,0.013333333333333334,0.041666666666666664
2016-10-17,4.46,2842.78,361.0,0.0,0.0,0.021666666666666667,0.021666666666666667
2016-10-18,4.48,2843.06,337.0,0.0,0.03,0.01,0.0
2016-10-19,4.51,2843.31,301.0,0.0,0.19,0.005,0.0
2016-10-20,4.54,2843.56,301.0,0.0,0.037500000000000006,0.0033333333333333335,0.0
2016-10-21,4.555,2843.7200000000003,210.5,0.0,0.1125,0.12,0.01333333333333333
2016-10-22,4.57,2843.88,120.0,0.0,0.31000000000000005,0.043333333333333335,0.041666666666666664
2016-10-23,4.58,2843.96,100.0,0.0,0.0,0.0,0.0
2016-10-24,4.62,2844.16,471.89,0.0,0.3925,0.0,0.0033333333333333335
2016-10-25,4.47,2842.96,175.0,2000.0,0.1825,0.05333333333333334,0.0033333333333333335
2016-10-26,4.36,2841.83,650.0,2000.0,0.005,0.02,0.04
2016-10-27,4.24,2840.69,640.0,2000.0,0.0975,0.021666666666666667,0.02
2016-10-28,4.0600000000000005,2838.965,545.0,2500.0,0.0,0.0,0.0
2016-10-29,3.88,2837.24,450.0,3000.0,0.025,0.09999999999999999,0.03333333333333333
2016-10-30,3.58,2834.32,450.0,6500.0,0.16,0.7466666666666667,1.3466666666666667
2016-10-31,3.42,2831.54,350.0,5000.0,0.0,0.0,0.04
2017-06-01,1.65,2807.05,115.0,11.0,3.9800000000000004,1.0666666666666667,0.0
2017-06-02,1.65,2807.13,65.0,11.0,9.2275,0.5133333333333333,3.1
2017-06-03,1.66,2807.17,45.0,11.0,12.3575,1.7449999999999999,8.606666666666667
2017-06-04,1.66,2807.23,50.0,11.0,12.4675,3.9450000000000003,6.771666666666667
2017-06-05,1.66,2807.28,40.0,11.0,20.3075,0.7200000000000001,13.674999999999999
2017-06-06,1.67,2807.32,40.0,11.0,3.205,1.5983333333333334,1.78
2017-06-07,1.67,2807.36,40.0,11.0,17.835,12.19,10.538333333333332
2017-06-08,1.68,2807.54,140.0,11.0,2.8874999999999997,0.9183333333333334,1.2000000000000002
2017-06-09,1.69,2807.64,80.0,11.0,6.37,2.2683333333333335,0.9783333333333332
2017-06-10,1.705,2807.855,212.5,11.0,12.97,7.989999999999999,2.1533333333333338
2017-06-11,1.72,2808.07,345.0,11.0,39.040000000000006,25.21166666666667,23.206666666666667
2017-06-12,1.84,2809.76,1352.0,11.0,52.0975,23.495,35.873333333333335
2017-06-13,1.9,2810.77,808.0,11.0,14.91,9.648333333333333,28.448333333333334
2017-06-14,1.96,2811.62,680.0,11.0,27.2675,21.546666666666667,20.961666666666662
2017-06-15,2.03,2812.55,744.0,11.0,3.7749999999999995,0.5733333333333333,4.685
2017-06-16,2.13,2813.95,1112.0,11.0,10.2675,4.983333333333333,2.813333333333334
2017-06-17,2.1399999999999997,2814.105,646.5,11.0,15.049999999999999,3.8900000000000006,8.963333333333333
2017-06-18,2.15,2814.26,181.0,11.0,6.7825,5.036666666666666,0.975
2017-06-19,2.16,2814.4,150.0,11.0,10.665,2.0866666666666664,12.464999999999998
2017-06-20,2.17,2814.46,105.0,11.0,2.1225,0.7516666666666666,2.635
2017-06-21,2.18,2814.6,146.0,11.0,15.125,11.935,9.235
2017-06-22,2.21,2814.95,365.0,11.0,8.6325,3.5850000000000004,1.9066666666666665
2017-06-23,2.21,2814.95,365.0,11.0,3.51,6.005,4.248333333333334
2017-06-24,2.275,2815.62,522.5,11.0,11.822499999999998,5.401666666666666,5.605
2017-06-25,2.34,2816.29,680.0,11.0,33.3,18.115,19.638333333333332
2017-06-26,2.42,2817.23,980.0,11.0,66.64,35.11333333333334,39.98
2017-06-27,2.6,2819.26,2123.0,11.0,60.544999999999995,37.03666666666667,47.788333333333334
2017-06-28,2.73,2820.6,1401.0,11.0,35.715,9.435,50.16833333333333
2017-06-29,2.81,2821.5,941.0,11.0,23.3625,8.786666666666667,27.403333333333332
2017-06-30,2.87,2822.21,742.0,11.0,22.9325,14.146666666666667,15.719999999999999
2017-07-01,2.935,2823.3050000000003,846.5,11.0,26.68,15.053333333333333,8.673333333333334
2017-07-02,3.0,2824.4,951.0,11.0,24.534999999999997,3.483333333333333,11.801666666666668
2017-07-03,3.0,2825.2,467.0,11.0,27.195,7.421666666666667,16.098333333333333
2017-07-04,3.0,2826.0,248.0,11.0,21.457500000000003,5.29,6.0616666666666665
2017-07-05,3.0,2826.8,447.0,11.0,11.415000000000001,16.665,4.358333333333333
2017-07-06,3.0,2827.9,680.0,11.0,23.5225,12.75,7.468333333333333
2017-07-07,3.0,2829.8,1122.0,11.0,20.3325,17.138333333333332,10.58
2017-07-08,3.23,2831.035,839.0,11.0,10.580000000000002,3.768333333333333,3.8733333333333335
2017-07-09,3.46,2832.27,556.0,11.0,5.5575,0.4366666666666667,1.83
2017-07-10,3.49,2832.92,384.0,11.0,6.66,0.25499999999999995,6.156666666666666
2017-07-11,3.52,2833.48,325.0,11.0,8.9575,2.6183333333333336,5.59
2017-07-12,3.54,2834.01,313.0,11.0,6.275,11.808333333333332,2.8383333333333334
2017-07-13,3.61,2834.62,756.0,11.0,8.1625,6.193333333333334,1.0416666666666667
2017-07-14,3.72,2835.68,1276.0,11.0,31.6025,13.01,16.405
2017-07-15,3.835,2836.81,1354.0,11.0,15.627500000000001,8.803333333333333,8.168333333333331
2017-07-16,3.95,2837.94,1432.0,11.0,21.9325,14.056666666666667,6.471666666666667
2017-07-17,4.08,2839.12,1348.0,11.0,17.57,20.02,15.756666666666668
2017-07-18,4.19,2840.18,1274.0,11.0,34.225,29.653333333333336,24.551666666666666
2017-07-19,4.68,2844.45,5081.0,11.0,95.78999999999999,62.67666666666667,58.365
2017-07-20,5.86,2849.73,13596.0,11.0,139.7075,80.53,107.14
2017-07-21,6.56,2852.89,8137.0,11.0,20.000000000000004,16.683333333333334,14.816666666666668
2017-07-22,7.175,2854.8999999999996,7769.5,11.0,28.0725,27.588333333333328,11.549999999999999
2017-07-23,7.79,2856.91,7402.0,11.0,8.265,8.543333333333335,3.6149999999999998
2017-07-24,8.04,2857.65,2898.0,1272.0,11.22,9.183333333333334,4.206666666666666
2017-07-25,8.22,2858.16,1997.0,2050.0,11.102500000000001,13.219999999999999,2.776666666666667
2017-07-26,8.26,2858.28,4020.0,2300.0,5.465,3.6533333333333338,1.1900000000000002
2017-07-27,8.23,2858.21,3525.0,3850.0,8.12,10.766666666666667,4.510000000000001
2017-07-28,8.23,2858.19,3772.0,3850.0,28.0625,19.201666666666668,7.166666666666667
2017-07-29,8.265,2858.3,3881.0,4180.0,11.1625,5.683333333333333,3.6733333333333333
2017-07-30,8.3,2858.41,3990.0,4510.0,6.915,1.405,1.43
2017-07-31,8.2,2858.1,2610.0,3875.0,5.09,0.20999999999999996,1.0233333333333332
2017-08-01,8.22,2858.17,1836.0,1612.0,14.527500000000002,2.3766666666666665,0.23333333333333336
2017-08-02,8.22,2858.16,1460.0,1550.0,0.9825,0.9066666666666667,3.0666666666666664
2017-08-03,8.17,2858.02,1650.0,2850.0,4.075,1.8733333333333333,1.755
2017-08-04,8.26,2858.28,4018.0,3050.0,53.1625,31.50166666666667,16.768333333333334
2017-08-05,8.245000000000001,2858.245,5477.5,6616.0,53.527499999999996,23.223333333333333,14.823333333333332
2017-08-06,8.23,2858.21,6937.0,10182.0,29.052500000000002,18.111666666666668,13.138333333333334
2017-08-07,8.35,2858.56,6862.0,5591.0,17.835,3.48,7.346666666666667
2017-08-08,8.37,2858.61,5395.0,5250.0,11.8775,1.4100000000000001,2.9149999999999996
2017-08-09,8.26,2858.28,3907.0,5250.0,4.567500000000001,0.38666666666666666,0.4266666666666666
2017-08-10,8.1,2857.81,3360.0,5250.0,2.8775,5.623333333333334,3.2016666666666667
2017-08-11,7.9,2857.23,1529.0,3800.0,0.0025,0.04833333333333333,0.12000000000000001
2017-08-12,7.805,2856.94,1587.0,3525.0,36.5575,19.535,17.208333333333332
2017-08-13,7.71,2856.65,1645.0,3250.0,0.0475,0.4366666666666667,0.08333333333333333
2017-08-14,7.51,2856.06,940.0,3250.0,0.2975,0.09666666666666668,2.39
2017-08-15,7.3,2855.46,350.0,2700.0,1.1975,0.0,0.61
2017-08-16,7.23,2855.25,850.0,1500.0,12.487499999999999,4.1433333333333335,5.329999999999999
2017-08-17,7.18,2855.11,370.0,1600.0,13.657499999999999,0.7216666666666667,6.949999999999999
2017-08-18,7.199999999999999,2855.17,1480.0,1625.0,17.7075,17.638333333333332,7.965
2017-08-19,7.22,2855.23,2590.0,1650.0,47.61,34.37666666666667,26.101666666666663
2017-08-20,7.74,2856.74,7525.0,1600.0,38.582499999999996,26.808333333333326,13.333333333333334
2017-08-21,8.2,2858.1,9600.0,3500.0,52.415,45.34,28.576666666666664
2017-08-22,8.11,2857.86,5460.0,6400.0,29.967499999999998,23.38166666666667,39.42166666666667
2017-08-23,7.94,2857.35,3615.0,5610.0,6.99,8.856666666666667,4.998333333333333
2017-08-24,7.98,2857.45,2891.0,2500.0,9.22,10.098333333333333,13.041666666666666
2017-08-25,8.15,2857.95,3958.0,2000.0,33.705,29.213333333333335,16.735000000000003
2017-08-26,8.23,2858.2,5101.5,3750.0,7.8875,8.856666666666667,8.448333333333332
2017-08-27,8.31,2858.45,6245.0,5500.0,49.61,29.638333333333335,21.47333333333333
2017-08-28,8.3,2858.41,7845.0,8000.0,54.235,25.099999999999998,34.50333333333333
2017-08-29,8.22,2858.18,9760.0,11660.0,84.36250000000001,57.99333333333334,67.28166666666667
2017-08-30,7.88,2857.16,8071.0,13066.0,36.955,26.3,29.35833333333333
2017-08-31,8.08,2857.75,7746.0,5436.0,3.4099999999999997,3.438333333333333,6.436666666666667
2017-09-01,8.19,2858.07,5053.0,3800.0,5.977499999999999,0.5950000000000001,0.9033333333333334
2017-09-02,8.135,2857.92,3915.5,3800.0,1.2875,1.88,0.6983333333333333
2017-09-03,8.08,2857.77,2778.0,3800.0,1.3,0.5800000000000001,0.7283333333333334
2017-09-04,7.98,2857.46,2450.0,3800.0,0.395,0.22,2.095
2017-09-05,7.84,2857.06,2234.0,3800.0,7.1275,2.6200000000000006,16.87
2017-09-06,7.89,2857.21,2387.0,1600.0,13.52,15.170000000000002,22.56833333333333
2017-09-07,7.81,2856.95,1221.0,2200.0,2.8125,2.3216666666666668,0.17833333333333334
2017-09-08,7.86,2857.1,2038.0,1600.0,23.7925,23.128333333333334,7.386666666666667
2017-09-09,7.87,2857.13,1995.0,1550.0,14.4375,11.875,10.866666666666667
2017-09-10,7.88,2857.16,1952.0,1500.0,9.93,18.12,5.93
2017-09-11,7.92,2857.27,1430.0,1500.0,7.62,1.3933333333333333,7.301666666666667
2017-09-12,7.92,2857.27,1500.0,1500.0,1.21,0.6416666666666666,1.4133333333333333
2017-09-13,7.87,2857.14,891.0,1400.0,2.0275000000000003,0.02,0.06333333333333334
2017-09-14,7.84,2857.04,1009.0,1400.0,10.915,3.1300000000000003,4.633333333333334
2017-09-15,7.78,2856.87,735.0,1400.0,8.465,7.750000000000001,10.645
2017-09-16,7.745,2856.765,1130.0,1400.0,13.420000000000002,1.9599999999999997,7.281666666666666
2017-09-17,7.71,2856.66,1525.0,1400.0,46.012499999999996,25.959999999999997,44.27
2017-09-18,7.89,2857.21,3595.0,1400.0,50.8975,20.23166666666667,62.33500000000001
2017-09-19,8.05,2857.67,3201.0,1400.0,74.6275,44.373333333333335,46.701666666666675
2017-09-20,8.33,2858.49,5915.0,2700.0,33.0275,20.313333333333333,25.176666666666666
2017-09-21,8.19,2858.09,3134.0,4700.0,6.44,4.108333333333333,7.420000000000001
2017-09-22,8.18,2858.04,2349.0,2544.0,3.6375,2.751666666666667,3.3966666666666665
2017-09-23,8.19,2858.0699999999997,1928.0,1497.0,0.1675,0.1516666666666667,0.8483333333333333
2017-09-24,8.2,2858.1,1507.0,450.0,0.0975,0.0,0.0
2017-09-25,8.26,2858.28,1905.0,1200.0,5.215,19.493333333333336,8.17
2017-09-26,8.17,2858.03,1511.0,2700.0,12.075000000000001,2.66,3.9616666666666664
2017-09-27,8.06,2857.71,1447.0,2700.0,27.230000000000004,7.368333333333333,9.050000000000002
2017-09-28,8.07,2857.74,1117.0,1000.0,12.5775,12.273333333333333,2.956666666666667
2017-09-29,8.0,2857.52,339.0,1000.0,12.91,4.265,8.196666666666667
2017-09-30,8.01,2857.5550000000003,935.0,600.0,3.1075,0.49,2.4266666666666663
2017-10-01,8.02,2857.59,1531.0,200.0,5.175000000000001,0.6816666666666666,10.831666666666665
2017-10-02,8.15,2857.95,2260.0,850.0,17.47,23.908333333333335,9.821666666666667
2017-10-03,8.05,2857.68,751.0,1808.0,2.215,2.215,0.6783333333333332
2017-10-04,8.06,2857.69,2040.0,1100.0,4.0525,0.8700000000000001,3.061666666666667
2017-10-05,8.05,2857.66,175.0,1100.0,1.0450000000000002,0.9866666666666667,1.0
2017-10-06,8.04,2857.64,813.0,891.0,3.2624999999999997,1.3500000000000003,5.623333333333334
2017-10-07,8.024999999999999,2857.6,624.5,820.5,7.010000000000001,7.615000000000001,3.6466666666666665
2017-10-08,8.01,2857.56,436.0,750.0,0.7600000000000001,0.14666666666666664,0.115
2017-10-09,7.98,2857.45,320.0,750.0,2.67,0.22,1.8399999999999999
2017-10-10,8.03,2857.62,467.0,218.0,0.12000000000000001,0.22833333333333336,0.10333333333333333
2017-10-11,8.12,2857.89,957.0,100.0,5.0,2.183333333333333,9.826666666666666
2017-10-12,8.21,2858.15,818.0,200.0,2.2925,1.5916666666666668,0.31833333333333336
2017-10-13,8.26,2858.3,1162.0,575.0,2.4,9.020000000000001,1.633333333333333
2017-10-14,8.2,2858.12,789.0,887.5,16.4525,8.816666666666666,4.885
2017-10-15,8.14,2857.94,416.0,1200.0,16.4525,9.246666666666666,3.5649999999999995
2017-10-16,8.09,2857.78,474.0,1100.0,2.1950000000000003,0.8283333333333333,0.155
2017-10-17,8.03,2857.62,374.0,1000.0,0.725,0.535,0.31166666666666665
2017-10-18,8.03,2857.62,374.0,1000.0,2.6775,0.22,6.0
2017-10-19,8.07,2857.74,624.0,350.0,0.54,1.825,0.22166666666666668
2017-10-20,8.07,2857.73,540.0,400.0,1.2725,0.13,0.11
2017-10-21,8.06,2857.705,410.0,250.0,0.3375,0.018333333333333333,0.023333333333333334
2017-10-22,8.05,2857.68,280.0,100.0,0.11000000000000001,0.09999999999999999,0.36999999999999994
2017-10-23,8.1,2857.82,380.0,160.0,0.0975,0.049999999999999996,0.10166666666666667
2017-10-24,8.09,2857.79,377.0,260.0,0.0875,0.18166666666666667,0.0
2017-10-25,8.0,2857.53,218.0,800.0,0.10750000000000001,0.58,0.0
2017-10-26,7.77,2856.85,228.0,2400.0,6.41,4.76,1.4283333333333335
2017-10-27,7.53,2856.12,459.0,2400.0,5.09,2.0516666666666663,2.3833333333333333
2017-10-28,7.245,2855.29,783.0,2350.0,11.077499999999999,1.2316666666666667,3.3366666666666673
2017-10-29,6.96,2854.46,1107.0,2300.0,0.02,0.028333333333333332,0.18833333333333335
2017-10-30,6.73,2853.63,163.0,2300.0,0.0,0.0,0.02666666666666667
2017-10-31,6.52,2852.72,140.0,2400.0,0.0,0.0,0.0
2018-06-01,0.58,2783.68,419.0,80.0,0.1375,3.168333333333333,0.0
2018-06-02,0.59,2784.23,250.0,30.0,0.0175,6.236666666666667,0.36833333333333335
2018-06-03,0.615,2784.855,260.5,30.0,5.3925,5.56,0.6866666666666666
2018-06-04,0.64,2785.48,271.0,30.0,6.095000000000001,8.358333333333333,1.24
2018-06-05,0.67,2786.34,392.0,30.0,10.897499999999999,3.4883333333333333,15.105000000000002
2018-06-06,0.69,2786.96,244.0,30.0,4.3549999999999995,3.2100000000000004,2.475
2018-06-07,0.71,2787.46,245.0,30.0,8.1325,2.8366666666666664,10.835
2018-06-08,0.73,2788.18,295.0,30.0,91.6925,37.580000000000005,57.48999999999999
2018-06-09,0.88,2792.18,1647.0,30.0,56.8725,48.71333333333333,44.27833333333333
2018-06-10,1.21,2799.44,3968.0,30.0,112.92750000000001,56.698333333333345,71.96333333333332
2018-06-11,1.725,2807.36,5614.0,30.0,113.0025,73.39,86.585
2018-06-12,2.24,2815.28,7260.0,30.0,79.7875,83.36,93.62333333333333
2018-06-13,2.68,2820.12,5063.0,30.0,118.60499999999999,26.861666666666668,140.68499999999997
2018-06-14,2.99,2823.58,3663.0,30.0,135.6075,39.87833333333333,73.36166666666666
2018-06-15,3.19,2827.08,2145.0,30.0,1.4675,2.145,5.273333333333333
2018-06-16,3.27,2828.65,914.0,30.0,34.6275,5.683333333333334,30.265
2018-06-17,3.32,2829.6,932.0,30.0,8.3025,2.533333333333333,7.958333333333333
2018-06-18,3.37,2830.55,950.0,30.0,15.837499999999999,10.638333333333334,22.95333333333333
2018-06-19,3.42,2831.5,968.0,30.0,15.745,5.781666666666666,14.323333333333332
2018-06-20,3.47,2832.51,637.0,30.0,39.4225,11.963333333333333,29.995
2018-06-21,3.52,2833.46,581.0,30.0,25.325,6.9383333333333335,15.07
2018-06-22,3.6,2834.58,578.0,30.0,7.734999999999999,3.811666666666667,13.145000000000001
2018-06-23,3.7,2835.51,1161.0,30.0,12.009999999999998,3.973333333333333,7.455000000000001
2018-06-24,3.81,2836.54,1279.0,30.0,10.705000000000002,6.3183333333333325,1.6916666666666667
2018-06-25,3.91,2837.5,1196.0,30.0,16.1275,10.755,8.780000000000001
2018-06-26,4.01,2838.5,1245.0,30.0,16.045,14.401666666666666,8.198333333333334
2018-06-27,4.16,2839.98,1824.0,30.0,66.1575,22.47666666666667,31.186666666666664
2018-06-28,4.45,2842.68,3292.0,30.0,93.4925,42.45166666666667,49.82999999999999
2018-06-29,4.92,2845.5,5485.0,30.0,22.165,8.571666666666667,14.725
2018-06-30,5.25,2847.02,3964.0,30.0,4.725,1.05,1.195
2018-07-01,5.455,2847.925,3019.5,30.0,8.955,2.6733333333333333,9.441666666666665
2018-07-02,5.66,2848.83,2075.0,30.0,3.4299999999999997,1.1166666666666667,2.188333333333333
2018-07-03,5.82,2849.58,1973.0,30.0,9.34,2.2533333333333334,1.718333333333333
2018-07-04,5.98,2850.27,1818.0,30.0,9.3625,5.0200000000000005,6.16
2018-07-05,6.13,2850.93,1742.0,30.0,2.8449999999999998,3.1316666666666664,1.2933333333333332
2018-07-06,6.25,2851.5,1509.0,30.0,3.7225,3.6683333333333334,2.328333333333333
2018-07-07,6.47,2852.49,2591.0,30.0,121.8475,67.80499999999999,96.68666666666667
2018-07-08,7.234999999999999,2854.96,7133.0,4482.0,104.99000000000001,29.23,62.93333333333334
2018-07-09,8.0,2857.43,11675.0,8934.0,87.47,43.86833333333334,43.903333333333336
2018-07-10,8.0,2856.79,12168.0,13856.0,93.795,63.17666666666667,54.26333333333334
2018-07-11,8.0,2857.45,14973.0,12388.0,92.0275,69.34666666666668,57.001666666666665
2018-07-12,8.0,2856.64,15162.0,18784.0,79.53,70.17666666666666,52.56166666666667
2018-07-13,8.0,2857.12,15285.0,12661.0,84.7,55.035000000000004,47.48166666666666
2018-07-14,8.0,2856.67,13324.0,15085.0,84.08999999999999,59.596666666666664,51.19499999999999
2018-07-15,7.845000000000001,2856.635,13176.5,14935.0,75.5525,51.64833333333333,48.90166666666667
2018-07-16,7.69,2856.6,13029.0,14785.0,76.67750000000001,56.88166666666666,44.653333333333336
2018-07-17,7.53,2856.12,19543.0,21873.0,91.4325,44.20166666666666,61.92833333333334
2018-07-18,7.62,2856.41,16275.0,15140.0,38.51,32.50666666666666,22.471666666666664
2018-07-19,8.09,2857.78,14465.0,9100.0,46.574999999999996,19.474999999999998,18.698333333333334
2018-07-20,7.65,2856.5,7305.0,13318.0,59.6625,34.19166666666667,24.77
2018-07-21,7.83,2857.01,10969.0,9050.0,46.4825,31.366666666666664,33.041666666666664
2018-07-22,7.765000000000001,2856.825,10228.0,10776.0,56.4925,36.48666666666667,24.388333333333335
2018-07-23,7.7,2856.64,9487.0,12502.0,42.015,31.903333333333336,18.891666666666666
2018-07-24,7.66,2856.52,12086.0,12520.0,57.1975,26.91,23.573333333333334
2018-07-25,7.94,2857.35,17387.0,14137.0,53.5425,28.39,30.888333333333335
2018-07-26,7.55,2856.18,11242.0,15725.0,33.87,17.861666666666668,16.958333333333332
2018-07-27,7.59,2856.31,10775.0,10231.0,9.165000000000001,7.851666666666667,14.515
2018-07-28,7.53,2856.13,7330.0,8000.0,10.27,6.723333333333334,12.531666666666666
2018-07-29,7.7,2856.635,6334.0,5709.0,8.4225,4.716666666666668,6.585000000000001
2018-07-30,7.87,2857.14,5338.0,3418.0,12.4925,1.7366666666666666,1.3383333333333336
2018-07-31,7.98,2857.46,4706.0,3418.0,17.5,6.175,10.198333333333332
2018-08-01,8.11,2857.85,4980.0,3418.0,6.305,8.391666666666666,10.793333333333331
2018-08-02,7.92,2857.29,3465.0,3605.0,14.145,9.17,12.573333333333332
2018-08-03,7.78,2856.88,2785.0,4190.0,16.715,8.175000000000002,3.698333333333334
2018-08-04,7.91,2857.26,5683.0,4160.0,17.765,6.116666666666667,3.91
2018-08-05,8.015,2857.575,5338.5,4213.5,11.235,4.166666666666667,3.2783333333333338
2018-08-06,8.12,2857.89,4994.0,4267.0,5.3925,6.523333333333333,6.185
2018-08-07,8.19,2858.09,5083.0,4267.0,20.174999999999997,20.685,16.189999999999998
2018-08-08,8.12,2857.89,6868.0,7586.0,96.64,32.733333333333334,76.44
2018-08-09,8.31,2858.43,15247.0,13099.0,90.065,68.65,52.223333333333336
2018-08-10,7.37,2855.67,10373.0,22183.0,27.740000000000002,15.90333333333333,9.75
2018-08-11,7.78,2856.88,13815.0,9075.0,51.637499999999996,17.12666666666667,7.7250000000000005
2018-08-12,7.82,2856.99,18971.0,14538.5,53.85000000000001,36.46666666666667,17.346666666666668
2018-08-13,7.86,2857.1,24127.0,20002.0,104.69,84.71333333333334,53.02333333333333
2018-08-14,7.79,2856.9,22967.0,23375.0,147.84,87.48166666666667,116.46166666666666
2018-08-15,7.67,2856.54,36179.0,37589.0,137.695,57.25,80.23333333333333
2018-08-16,7.7,2856.63,33901.0,33549.0,123.04750000000001,76.86,78.515
2018-08-17,7.1,2854.87,77900.0,78589.0,149.40499999999997,87.89833333333333,117.64833333333331
2018-08-18,6.61,2853.12,42603.0,47110.0,62.9925,33.20666666666667,29.51
2018-08-19,6.390000000000001,2852.12,32435.5,35289.5,57.655,36.71,32.345
2018-08-20,6.17,2851.12,22268.0,23469.0,32.6825,17.95,7.266666666666667
2018-08-21,6.68,2853.41,14904.0,8972.0,25.54,20.936666666666667,14.391666666666666
2018-08-22,7.74,2856.76,15622.0,3300.0,20.1575,13.125,7.476666666666667
2018-08-23,7.6,2856.34,8855.0,10506.0,15.487499999999999,7.75,8.675
2018-08-24,8.02,2857.58,10104.0,5285.0,10.987499999999999,6.053333333333332,2.723333333333333
2018-08-25,7.22,2855.22,1313.0,10556.0,3.9800000000000004,1.9183333333333332,0.8166666666666668
2018-08-26,7.26,2855.34,3692.0,7178.0,4.047499999999999,1.4000000000000001,0.6716666666666667
2018-08-27,7.3,2855.46,6071.0,3800.0,11.532499999999999,9.976666666666667,5.533333333333334
2018-08-28,7.47,2855.96,6391.0,4400.0,30.799999999999997,13.376666666666665,11.406666666666668
2018-08-29,7.61,2856.36,7199.0,5600.0,41.0275,20.045,16.78
2018-08-30,7.61,2856.36,6683.0,6650.0,15.1725,7.948333333333333,1.6300000000000001
2018-08-31,7.37,2855.67,4330.0,7000.0,26.25,8.803333333333335,12.283333333333333
2018-09-01,7.2,2855.17,4956.0,6450.0,4.365,4.616666666666666,4.468333333333333
2018-09-02,7.24,2855.275,4770.0,5204.0,0.45250000000000007,0.018333333333333333,3.6050000000000004
2018-09-03,7.28,2855.38,4584.0,3958.0,3.4974999999999996,0.9033333333333333,5.971666666666667
2018-09-04,7.2,2855.16,3609.0,4470.0,0.1,0.04833333333333333,0.6916666666666668
2018-09-05,7.13,2854.95,2378.0,3100.0,0.125,0.0,1.1983333333333335
2018-09-06,7.2,2855.17,2719.0,3175.0,0.0425,0.635,0.4666666666666666
2018-09-07,7.3,2855.44,2765.0,1675.0,2.105,3.3000000000000003,0.9283333333333333
2018-09-08,7.37,2855.65,2530.0,1675.0,3.0199999999999996,6.015,3.6733333333333333
2018-09-09,7.53,2856.125,2209.0,1437.5,1.815,1.0083333333333335,1.5
2018-09-10,7.69,2856.6,1888.0,1200.0,0.155,0.09499999999999999,0.875
2018-09-11,7.63,2856.42,2178.0,500.0,0.0,0.0,0.7949999999999999
2018-09-12,7.65,2856.5,1618.0,1350.0,5.119999999999999,3.3883333333333336,2.2283333333333335
2018-09-13,7.61,2856.38,1097.0,1600.0,0.64,0.51,0.7366666666666667
2018-09-14,7.54,2856.17,850.0,1638.0,0.0,0.11499999999999999,0.6883333333333334
2018-09-15,7.47,2855.94,750.0,1675.0,0.0,0.0,0.6666666666666666
2018-09-16,7.404999999999999,2855.75,855.0,1637.5,0.5075000000000001,0.0,1.9799999999999998
2018-09-17,7.34,2855.56,960.0,1600.0,1.9025,0.135,4.315
2018-09-18,7.27,2855.37,941.0,1650.0,2.8825000000000003,1.6683333333333337,6.961666666666666
2018-09-19,7.2,2855.17,925.0,675.0,0.045,0.0,1.6533333333333333
2018-09-20,7.12,2854.92,729.0,1675.0,0.0,0.0033333333333333335,0.6216666666666667
2018-09-21,7.07,2854.77,575.0,1675.0,1.6824999999999999,1.2,0.25166666666666665
2018-09-22,6.97,2854.49,579.0,1675.0,0.0,0.034999999999999996,0.3466666666666667
2018-09-23,6.869999999999999,2854.1549999999997,527.0,1700.0,0.505,0.0,0.34833333333333333
2018-09-24,6.77,2853.82,475.0,1725.0,5.0,5.631666666666667,23.128333333333334
