,tar,out
0,125.78261,402.95553303564986
1,123.60869,406.20129175909057
2,121.434784,409.4470289687289
3,119.26087,412.6927690152485
4,117.08696,415.93850146917543
5,114.91305,419.1842329865761
6,112.73913,422.4299263779058
7,110.56521,425.6756171929799
8,108.391304,428.92133592137384
9,106.21739,432.1670036267002
10,104.04348,435.41265271528204
11,101.86957,438.65831107114803
12,99.695656,441.9039635213254
13,97.521736,445.14955255048966
14,95.347824,448.3952032584582
15,93.17391,451.6408014155101
16,91.0,454.8863724867098
17,87.0,458.13196358189316
18,79.0,461.3775514113244
19,70.0,464.62312121639053
20,79.0,466.87723694096826
21,66.0,466.79644296495445
22,66.0,465.71792275458495
23,66.0,474.07233729890953
24,66.0,471.9561417451216
25,75.0,475.87078887525917
26,66.0,480.14151408584956
27,66.0,484.65683381554675
28,66.0,494.3233121859247
29,62.0,495.0215245156643
30,58.0,499.476997738724
31,58.0,503.96083550107517
32,58.0,506.3859554407929
33,54.0,508.6368426752847
34,62.0,512.8462095947194
35,71.0,517.3316335116176
36,66.5,519.8586043103946
37,62.0,528.6243945426046
38,49.999996,538.7924513418681
39,49.999996,542.278864563436
40,46.000004,544.8561865822785
41,58.0,542.6625272085251
42,71.0,546.0382684149068
43,79.0,547.9154126265585
44,87.0,558.6082524616755
45,63.000004,571.3054271601034
46,58.0,582.1488202069531
47,49.999996,592.9243141334615
48,46.000004,586.081078691434
49,42.0,586.5901092516475
50,49.5,585.4634637921246
51,57.0,586.6014546702052
52,33.0,588.3239299271173
53,39.0,596.4417582668974
54,45.0,605.6692207093732
55,39.0,598.4087573859923
56,28.0,604.8523347576922
57,28.0,612.2992628788603
58,28.0,614.189689824464
59,22.0,612.9031613273562
60,33.0,616.5015740970559
61,171.0,620.5729016086106
62,239.0,621.8716432403244
63,108.0,632.0864355908066
64,152.0,712.4459691853142
65,196.0,766.9454276750831
66,240.0,714.270224343656
67,102.0,737.6527305782295
68,80.0,764.6533373371176
69,57.0,796.9345746838766
70,57.0,733.9746866449799
71,62.0,717.7099066015742
72,63.000004,701.5748343939973
73,91.0,700.318125846212
74,63.000004,706.1385310401
75,57.0,711.4404025849045
76,51.0,731.7757256599604
77,51.0,724.0146770978023
78,47.999996,724.5455567557393
79,45.0,724.6080294959535
80,34.0,727.9617191519432
81,34.0,730.6707666640904
82,28.0,733.431322364338
83,23.000002,731.8112008903868
84,42.0,735.3857501755275
85,33.0,736.2606935669736
86,23.999998,737.5656061186093
87,23.999998,751.8917581443004
88,30.0,753.0968244034334
89,26.0,753.0967396773707
90,26.0,756.9772245332275
91,32.0,764.350898408718
92,30.333334,767.3128424028972
93,28.666666,772.0541120819643
94,27.0,779.9989632294827
95,27.0,784.3290710991488
96,23.000002,788.374335231842
97,125.0,792.1328247370359
98,117.0,796.6401898505452
99,113.0,799.1253399811407
100,23.000002,858.8803906921855
101,17.0,868.2302433930463
102,17.0,875.4787092107756
103,19.0,832.6917451021297
104,13.0,825.785159136719
105,19.0,825.1481345691395
106,16.0,828.8652276318894
107,13.0,830.4445740012782
108,30.0,838.0502532333486
109,30.0,841.4585355332107
110,13.0,844.5387910273839
111,19.0,858.2388966194428
112,19.0,864.3184448560805
113,21.5,860.7152083531776
114,23.999998,867.5747078957431
115,19.0,871.9843635610586
116,19.0,878.0950898553249
117,19.0,884.576509955999
118,19.0,886.9985407712014
119,36.0,891.5139968689509
120,33.0,896.0771171414842
121,30.0,900.7545127814412
122,24.999998,914.7607413697402
123,19.0,919.4329621867585
124,30.0,923.2213036306842
125,59.0,925.2027475889396
126,53.0,926.0564788994529
127,44.5,935.9413024868842
128,36.0,957.0240494419658
129,31.0,961.6067643074749
130,24.999998,963.0040857407364
131,19.0,962.6768263026186
132,24.999998,963.4058578395885
133,19.0,963.8547645625376
134,55.500004,964.400682621788
135,92.00001,971.4774859489881
136,59.0,973.0951356075919
137,53.0,997.3458637496446
138,24.999998,1025.0049726426566
139,19.0,1016.9645186869122
140,19.0,1018.218330188505
141,73.5,1006.2432349038339
142,128.0,1004.2693011486043
143,54.0,1006.8960469304274
144,59.0,1040.367267673981
145,59.0,1079.4840102635883
146,172.0,1051.8844115555612
147,132.0,1056.7615919277794
148,146.5,1059.146974868133
149,161.0,1124.0226195951436
150,124.0,125.25988463392879
151,90.0,406.47264206256926
152,73.0,-357.0902306461434
153,102.0,-110.6772772487665
154,193.0,205.55000145326738
155,276.5,191.6879282815904
156,360.0,370.4091402048998
157,1594.9999,739.3410913784963
158,1137.0,782.9698815629483
159,1354.0,2144.3975537179554
160,1836.0,2312.788091885823
161,2501.0,1167.8037806256627
162,3210.5,2519.359889897758
163,3920.0,4165.227083112729
164,2498.0,4878.375186920914
165,1708.5,3212.807531690176
166,919.0,3483.9089621429275
167,777.0,1583.229071380865
168,937.00006,2106.0057471926775
169,1091.0,410.16414933919555
170,4825.0,991.5523612722916
171,8670.0,1529.99216855761
172,13831.0,2126.437856136423
173,9083.0,7212.961688557014
174,5193.0,8241.027850587792
175,6507.0,8983.472618745933
176,4440.0,6416.560250995684
177,2373.0,4061.3208339557605
178,2195.0,4434.431799891855
179,9740.001,3824.2369900876747
180,9633.0,3097.9454860495903
181,11497.0,4035.2951937427106
182,8050.0,12763.257250978357
183,7535.0005,8643.534278932813
184,7020.0,8096.666166348253
185,7158.0,6530.346959038171
186,6238.0,4790.993784696673
187,6937.0,5478.163306003954
188,11091.001,5391.814884640087
189,5748.0,6025.836112338398
190,6162.5,7092.203416007734
191,6577.0,9719.015106877765
192,7533.0,5458.158984242934
